feature_shap,feature
0.00000,value__mean_second_derivative_central_p12_rougher.input.feed_zn
0.00000,deriv3_encod_rel_rougher.input.feed_fe
0.00000,value__mean_second_derivative_central_p12_rougher.input.floatbank10_copper_sulfate
0.00000,deriv3_rougher.state.floatbank10_d_air
0.00000,value__fft_aggregated__aggtype_skew_p12_rougher.input.feed_rate
0.00000,value__fft_aggregated__aggtype_kurtosis_p12_rougher.state.floatbank10_b_air
0.00000,diff_encod_val_rougher.input.feed_pb_s3b1
0.00000,value__mean_second_derivative_central_p6_rougher.input.floatbank10_copper_sulfate
0.00000,value__mean_second_derivative_central_p12_rougher.state.floatbank10_b_air
0.00000,value__mean_second_derivative_central_p6_rougher.input.feed_fe
0.00000,diff_rougher.state.floatbank10_c_level_s3b1
0.00000,value__mean_second_derivative_central_p120_rougher.state.floatbank10_b_air
0.00000,deriv2_encod_rel_rougher.input.feed_fe
0.00000,deriv3_encod_val_rougher.input.feed_zn
0.00000,diff_encod_val_rougher.input.feed_zn_s3b1
0.00000,deriv2_encod_rel_rougher.input.feed_zn
0.00000,deriv2_rougher.input.floatbank10_copper_sulfate
0.00000,diff_rougher.state.floatbank10_d_level_s3b1
0.00000,deriv3_rougher.state.floatbank10_c_level
0.00000,value__mean_second_derivative_central_p6_rougher.input.feed_pb
