feature_shap,feature
0.01008,value__quantile__q_0.95_p24_rougher.input.feed_fe_poly_value__quantile__q_0.95_p120_rougher.input.feed_fe
0.01007,value__fft_aggregated__aggtype_skew_p24_primary_cleaner.input.copper_sulfate
0.01002,value__max_min_diff_p24_rougher.input.feed_sol
0.01001,value__max_slope_p120_rougher.input.floatbank10_copper_sulfate
0.00999,value__maximum_p6_primary_cleaner.state.floatbank8_a_air
0.00995,primary_cleaner.input.copper_sulfate_diff_encod_dif_rougher.input.feed_pb
0.00993,value__max_slope_p12_rougher.input.feed_rate
0.00993,value__mean_abs_change_p24_rougher.input.feed_rate
0.00992,value__fft_aggregated__aggtype_centroid_p24_primary_cleaner.input.copper_sulfate
0.00988,deriv1_encod_rel_rougher.input.feed_fe
0.00986,value__quantile__q_0.95_p120_rougher.input.feed_pb
0.00981,value__kurtosis_p24_primary_cleaner.input.copper_sulfate
0.00981,rougher.input.floatbank10_xanthate_diff_value__quantile__q_0.95_p120_rougher.input.feed_fe
0.00977,value__max_min_diff_p120_primary_cleaner.input.copper_sulfate
0.00973,value__fft_aggregated__aggtype_centroid_p120_rougher.input.feed_rate
0.00971,value__quantile__q_0.05_p24_rougher.input.feed_pb
0.00968,value__max_min_diff_p120_rougher.input.floatbank10_copper_sulfate
0.00967,rel_rougher.input.feed_pb_s3b0
0.00967,value__fft_aggregated__aggtype_centroid_p120_primary_cleaner.input.copper_sulfate
0.00966,value__skewness_p24_primary_cleaner.input.feed_size
0.00964,value__min_slope_p120_rougher.input.feed_zn
0.00962,value__min_slope_p24_primary_cleaner.input.feed_size
0.00960,value__fft_aggregated__aggtype_kurtosis_p120_primary_cleaner.input.depressant
0.00959,value__min_slope_p24_rougher.input.feed_zn
0.00959,deriv3_primary_cleaner.state.floatbank8_c_level
0.00958,value__max_slope_p12_rougher.state.floatbank10_b_air
0.00958,value__mean_p6_primary_cleaner.input.xanthate
0.00955,value__minimum_p6_rougher.input.floatbank11_xanthate_diff_encod_val_primary_cleaner.input.copper_sulfate
0.00947,value__max_slope_p24_rougher.input.feed_pb
0.00944,value__linear_trend__attr_slope_p12_primary_cleaner.input.depressant
0.00943,value__min_slope_p6_rougher.input.feed_sol
0.00942,value__max_min_diff_p120_primary_cleaner.input.feed_size
0.00941,rougher.input.feed_fe_poly_secondary_cleaner.state.floatbank2_a_air
0.00940,value__min_slope_p6_rougher.input.feed_zn
0.00937,value__quantile__q_0.05_p12_rougher.state.floatbank10_b_air
0.00936,value__skewness_p120_primary_cleaner.input.copper_sulfate
0.00935,value__kurtosis_p12_primary_cleaner.input.xanthate
0.00928,deriv2_rougher.input.floatbank11_xanthate
0.00927,value__quantile__q_0.05_p120_rougher.input.feed_rate
0.00927,value__mean_p6_secondary_cleaner.state.floatbank5_a_air
0.00910,value__quantile__q_0.95_p24_rougher.input.feed_fe_rat_value__quantile__q_0.95_p120_rougher.input.feed_fe
0.00909,value__mean_abs_change_p120_rougher.input.feed_zn
0.00908,value__max_slope_p24_primary_cleaner.input.feed_size
0.00907,encod_val_rougher.input.feed_pb_rat_rougher.input.floatbank10_xanthate
0.00906,value__max_min_diff_p24_secondary_cleaner.state.floatbank5_a_air
0.00906,value__quantile__q_0.95_p120_secondary_cleaner.state.floatbank5_a_air
0.00903,rel_encod_val_rougher.input.feed_fe_s3b0
0.00903,value__minimum_p6_primary_cleaner.input.copper_sulfate
0.00903,value__kurtosis_p120_primary_cleaner.input.depressant
0.00902,value__quantile__q_0.95_p12_primary_cleaner.input.copper_sulfate
0.00900,value__fft_aggregated__aggtype_skew_p120_secondary_cleaner.state.floatbank5_a_air
0.00899,value__max_slope_p12_rougher.input.feed_sol
0.00897,rougher.state.floatbank10_c_level
0.00895,value__mean_second_derivative_central_p12_rougher.input.feed_rate
0.00894,value__skewness_p120_primary_cleaner.state.floatbank8_a_air
0.00892,value__quantile__q_0.95_p24_rougher.input.feed_fe_rat_encod_val_rougher.input.feed_zn
0.00891,value__quantile__q_0.05_p12_primary_cleaner.input.feed_size
0.00888,value__max_min_diff_p24_primary_cleaner.input.xanthate
0.00886,value__max_min_diff_p120_rougher.input.floatbank11_xanthate
0.00883,value__mean_abs_change_p24_rougher.input.feed_zn
0.00879,value__maximum_p6_rougher.state.floatbank10_b_air
0.00879,value__max_min_diff_p6_secondary_cleaner.state.floatbank5_a_air
0.00872,value__fft_aggregated__aggtype_kurtosis_p120_secondary_cleaner.state.floatbank5_a_air
0.00872,value__max_min_diff_p24_rougher.input.feed_pb
0.00872,rougher.input.feed_fe_rat_encod_val_primary_cleaner.input.copper_sulfate
0.00868,value__quantile__q_0.95_p24_rougher.input.feed_fe_poly_rougher.input.floatbank10_xanthate
0.00866,rougher.input.feed_sol_diff_value__quantile__q_0.95_p120_rougher.input.feed_fe
0.00864,value__linear_trend__attr_slope_p120_secondary_cleaner.state.floatbank5_a_air
0.00864,value__max_min_diff_p12_primary_cleaner.state.floatbank8_a_air
0.00861,value__quantile__q_0.95_p120_rougher.input.feed_pb_rat_encod_val_rougher.input.feed_pb
0.00859,value__max_slope_p12_rougher.input.floatbank11_xanthate
0.00859,rougher.input.floatbank10_xanthate
0.00856,rougher.input.feed_sol_rat_rougher.input.floatbank10_xanthate
0.00856,value__skewness_p12_rougher.input.floatbank10_copper_sulfate
0.00856,rougher.state.floatbank10_a_level_poly_rougher.input.feed_sol
0.00855,value__fft_aggregated__aggtype_kurtosis_p120_rougher.input.feed_fe
0.00853,secondary_cleaner.state.floatbank4_a_air
0.00850,secondary_cleaner.state.floatbank6_a_level
0.00850,diff_rougher.state.floatbank10_c_level_s2b0
0.00850,value__maximum_p6_rougher.input.feed_fe_rat_secondary_cleaner.state.floatbank2_a_air
0.00850,value__quantile__q_0.05_p120_rougher.input.feed_fe
0.00847,encod_val_rougher.input.feed_zn_diff_value__quantile__q_0.95_p120_rougher.input.feed_fe
0.00847,value__fft_aggregated__aggtype_variance_p120_rougher.input.feed_pb
0.00847,value__max_slope_p6_primary_cleaner.input.xanthate
0.00845,value__fft_aggregated__aggtype_kurtosis_p24_primary_cleaner.input.copper_sulfate
0.00844,value__kurtosis_p12_rougher.input.feed_rate
0.00842,value__quantile__q_0.95_p24_rougher.input.feed_fe_poly_value__quantile__q_0.95_p120_rougher.input.feed_pb
0.00840,rougher.state.floatbank10_a_level_poly_value__quantile__q_0.95_p24_rougher.input.feed_fe
0.00840,diff_primary_cleaner.state.floatbank8_d_level_s3b1
0.00837,value__kurtosis_p12_primary_cleaner.input.copper_sulfate
0.00837,value__max_min_diff_p24_rougher.input.floatbank11_xanthate
0.00837,value__minimum_p6_rougher.input.floatbank11_xanthate_poly_encod_dif_rougher.input.feed_pb
0.00836,value__min_slope_p12_primary_cleaner.input.copper_sulfate
0.00835,encod_val_rougher.input.feed_fe_rat_rougher.input.floatbank10_xanthate
0.00831,value__kurtosis_p24_rougher.state.floatbank10_b_air
0.00830,value__fft_aggregated__aggtype_centroid_p120_rougher.input.feed_pb
0.00825,value__skewness_p120_rougher.input.feed_rate
0.00824,value__linear_trend__attr_slope_p120_primary_cleaner.input.depressant
0.00818,value__fft_aggregated__aggtype_kurtosis_p120_rougher.input.feed_pb
0.00817,value__skewness_p120_rougher.input.feed_fe
0.00817,value__fft_aggregated__aggtype_variance_p120_rougher.input.floatbank11_xanthate
0.00813,value__skewness_p120_rougher.input.floatbank10_copper_sulfate
0.00813,value__min_slope_p12_primary_cleaner.input.xanthate
0.00811,value__skewness_p120_primary_cleaner.input.xanthate
0.00809,value__min_slope_p12_rougher.input.feed_sol
0.00805,value__quantile__q_0.95_p24_primary_cleaner.input.feed_size
0.00801,value__max_min_diff_p24_rougher.state.floatbank10_b_air
0.00794,value__minimum_p6_rougher.input.floatbank11_xanthate_rat_secondary_cleaner.state.floatbank2_a_air
0.00792,value__fft_aggregated__aggtype_centroid_p120_primary_cleaner.input.depressant
0.00791,rougher.state.floatbank10_a_level_poly_value__quantile__q_0.95_p120_rougher.input.feed_fe
0.00791,value__quantile__q_0.05_p24_rougher.input.feed_zn
0.00789,value__maximum_p6_rougher.input.feed_fe_rat_encod_val_primary_cleaner.input.feed_size
0.00789,value__fft_aggregated__aggtype_centroid_p24_primary_cleaner.input.xanthate
0.00783,rougher.state.floatbank10_a_level_rat_rougher.input.feed_sol
0.00782,value__kurtosis_p120_primary_cleaner.state.floatbank8_a_air
0.00780,value__max_slope_p24_primary_cleaner.input.xanthate
0.00775,deriv2_rougher.input.feed_fe
0.00770,value__fft_aggregated__aggtype_centroid_p120_secondary_cleaner.state.floatbank5_a_air
0.00769,value__mean_abs_change_p24_primary_cleaner.input.copper_sulfate
0.00769,value__linear_trend__attr_slope_p24_rougher.input.floatbank10_copper_sulfate
0.00764,value__minimum_p6_primary_cleaner.input.feed_size
0.00763,value__max_min_diff_p6_rougher.input.feed_rate
0.00761,value__skewness_p24_primary_cleaner.state.floatbank8_a_air
0.00759,value__min_slope_p24_rougher.input.floatbank11_xanthate
0.00759,value__max_min_diff_p120_primary_cleaner.state.floatbank8_a_air
0.00758,diff_encod_rel_rougher.input.feed_zn_s2b0
0.00752,encod_val_primary_cleaner.input.feed_size_diff_value__minimum_p6_rougher.input.floatbank11_xanthate
0.00750,value__fft_aggregated__aggtype_variance_p120_primary_cleaner.input.depressant
0.00748,value__fft_aggregated__aggtype_centroid_p12_rougher.input.floatbank11_xanthate
0.00747,rougher.state.floatbank10_a_level_poly_value__quantile__q_0.95_p120_rougher.input.feed_pb
0.00744,value__quantile__q_0.95_p24_rougher.input.feed_fe_diff_encod_val_rougher.input.feed_pb
0.00742,value__min_slope_p120_rougher.input.floatbank10_copper_sulfate
0.00741,value__linear_trend__attr_slope_p12_primary_cleaner.state.floatbank8_a_air
0.00741,deriv3_primary_cleaner.input.copper_sulfate
0.00740,value__quantile__q_0.05_p24_rougher.input.floatbank10_copper_sulfate
0.00740,value__skewness_p24_rougher.state.floatbank10_b_air
0.00740,value__skewness_p120_rougher.input.floatbank11_xanthate
0.00733,encod_val_rougher.input.feed_fe_diff_rougher.input.floatbank10_xanthate
0.00732,value__maximum_p6_rougher.input.floatbank10_copper_sulfate
0.00732,value__skewness_p120_primary_cleaner.input.depressant
0.00729,value__skewness_p120_rougher.input.feed_zn
0.00728,diff_encod_val_rougher.input.feed_fe_s2b0
0.00723,value__fft_aggregated__aggtype_skew_p120_rougher.input.feed_zn
0.00723,value__quantile__q_0.05_p12_rougher.input.feed_fe
0.00722,deriv3_primary_cleaner.input.xanthate
0.00722,value__mean_second_derivative_central_p24_secondary_cleaner.state.floatbank5_a_air
0.00720,value__max_min_diff_p24_primary_cleaner.state.floatbank8_a_air
0.00718,deriv1_rougher.input.feed_sol
0.00717,value__fft_aggregated__aggtype_centroid_p120_primary_cleaner.input.xanthate
0.00708,secondary_cleaner.state.floatbank2_a_air_poly_value__quantile__q_0.95_p24_rougher.input.feed_fe
0.00705,primary_cleaner.input.copper_sulfate_rat_deriv1_rougher.input.feed_zn
0.00703,value__linear_trend__attr_slope_p120_rougher.input.feed_rate
0.00703,value__linear_trend__attr_slope_p24_rougher.input.feed_zn
0.00703,value__maximum_p6_rougher.input.feed_fe_poly_value__minimum_p6_rougher.input.floatbank11_xanthate
0.00697,value__min_slope_p120_primary_cleaner.state.floatbank8_a_air
0.00695,value__mean_abs_change_p120_rougher.input.feed_pb
0.00692,rougher.input.feed_fe_rat_secondary_cleaner.state.floatbank2_a_air
0.00691,primary_cleaner.input.copper_sulfate_diff_secondary_cleaner.state.floatbank2_a_air
0.00689,encod_rel_rougher.input.feed_pb
0.00689,dayw
0.00687,value__maximum_p6_rougher.input.feed_sol
0.00684,value__skewness_p12_rougher.input.feed_rate
0.00684,value__fft_aggregated__aggtype_variance_p12_primary_cleaner.input.copper_sulfate
0.00683,value__max_slope_p12_rougher.input.feed_pb
0.00682,value__mean_abs_change_p24_rougher.input.floatbank10_copper_sulfate
0.00682,value__max_slope_p6_secondary_cleaner.state.floatbank5_a_air
0.00681,deriv1_rougher.input.feed_zn
0.00680,encod_dif_rougher.input.feed_fe
0.00674,rougher.input.feed_fe_normalized_lag_6
0.00673,rougher.state.floatbank10_a_level_rat_encod_val_rougher.input.feed_fe
0.00673,rougher.input.feed_fe_diff_encod_val_primary_cleaner.input.copper_sulfate
0.00672,value__kurtosis_p120_rougher.input.feed_zn
0.00672,value__linear_trend__attr_slope_p24_primary_cleaner.input.xanthate
0.00667,value__fft_aggregated__aggtype_skew_p120_rougher.input.feed_pb
0.00664,value__quantile__q_0.95_p24_rougher.input.feed_fe_rat_encod_val_primary_cleaner.input.copper_sulfate
0.00662,value__min_slope_p120_rougher.input.feed_sol
0.00661,value__max_slope_p24_rougher.input.floatbank11_xanthate
0.00661,value__min_slope_p12_primary_cleaner.input.feed_size
0.00660,value__max_slope_p12_primary_cleaner.state.floatbank8_a_air
0.00659,value__minimum_p6_rougher.state.floatbank10_b_air
0.00657,value__min_slope_p120_rougher.input.feed_rate
0.00656,value__fft_aggregated__aggtype_skew_p120_primary_cleaner.input.feed_size
0.00653,value__quantile__q_0.95_p120_rougher.input.floatbank11_xanthate
0.00653,value__mean_p6_rougher.input.feed_rate
0.00653,value__kurtosis_p24_rougher.input.feed_sol
0.00653,primary_cleaner.input.copper_sulfate_rat_encod_val_primary_cleaner.input.feed_size
0.00652,value__max_min_diff_p120_primary_cleaner.input.depressant
0.00651,value__quantile__q_0.05_p120_rougher.input.feed_zn
0.00650,value__max_min_diff_p12_rougher.input.floatbank11_xanthate
0.00647,value__min_slope_p6_rougher.input.floatbank10_copper_sulfate
0.00646,value__min_slope_p24_rougher.input.feed_fe
0.00643,rougher.state.floatbank10_a_level_diff_rougher.input.floatbank10_xanthate
0.00640,value__quantile__q_0.95_p12_primary_cleaner.input.feed_size
0.00639,value__quantile__q_0.95_p12_rougher.input.feed_sol
0.00639,rel_rougher.state.floatbank10_d_air_s3b0
0.00639,rougher.state.floatbank10_a_level_diff_encod_val_rougher.input.feed_pb
0.00635,value__max_min_diff_p120_rougher.input.feed_rate
0.00632,value__fft_aggregated__aggtype_variance_p120_rougher.state.floatbank10_b_air
0.00632,rougher.input.feed_sol_diff_rougher.input.floatbank10_xanthate
0.00628,value__mean_abs_change_p24_primary_cleaner.input.xanthate
0.00625,value__kurtosis_p12_primary_cleaner.state.floatbank8_a_air
0.00625,value__max_min_diff_p120_rougher.input.feed_fe
0.00622,value__min_slope_p6_rougher.input.feed_pb
0.00619,value__mean_abs_change_p120_secondary_cleaner.state.floatbank5_a_air
0.00617,value__fft_aggregated__aggtype_kurtosis_p120_primary_cleaner.input.feed_size
0.00617,value__minimum_p6_rougher.input.feed_pb
0.00615,value__max_slope_p6_primary_cleaner.input.depressant
0.00613,diff_rougher.state.floatbank10_d_air_s3b1
0.00613,value__kurtosis_p24_primary_cleaner.input.xanthate
0.00611,value__fft_aggregated__aggtype_skew_p120_rougher.input.feed_fe
0.00611,encod_val_primary_cleaner.input.feed_size_poly_deriv1_rougher.input.feed_zn
0.00611,rougher.input.feed_fe_rat_value__maximum_p6_rougher.input.feed_fe
0.00611,value__mean_abs_change_p24_secondary_cleaner.state.floatbank5_a_air
0.00609,deriv3_rougher.input.feed_sol
0.00609,value__min_slope_p24_rougher.state.floatbank10_b_air
0.00608,encod_dif_rougher.input.feed_pb_poly_value__quantile__q_0.95_p24_rougher.input.feed_fe
0.00607,value__quantile__q_0.05_p12_rougher.input.feed_sol
0.00607,value__quantile__q_0.95_p12_rougher.input.feed_fe
0.00605,value__min_slope_p24_rougher.input.feed_pb
0.00605,value__fft_aggregated__aggtype_variance_p12_rougher.input.feed_rate
0.00604,value__fft_aggregated__aggtype_centroid_p24_primary_cleaner.input.feed_size
0.00604,value__maximum_p6_rougher.input.floatbank11_xanthate
0.00601,value__fft_aggregated__aggtype_variance_p24_primary_cleaner.input.copper_sulfate
0.00600,value__quantile__q_0.05_p24_rougher.input.feed_fe
0.00600,value__mean_abs_change_p12_rougher.input.feed_fe
0.00600,value__mean_abs_change_p120_rougher.input.floatbank11_xanthate
0.00598,rougher.state.floatbank10_b_air_normalized_lag_6
0.00597,value__max_min_diff_p6_primary_cleaner.input.xanthate
0.00596,primary_cleaner.state.floatbank8_a_air_normalized_lag_6
0.00595,value__fft_aggregated__aggtype_centroid_p24_primary_cleaner.input.depressant
0.00595,value__quantile__q_0.95_p24_rougher.input.feed_fe_rat_encod_val_rougher.input.feed_pb
0.00595,value__linear_trend__attr_slope_p24_primary_cleaner.input.copper_sulfate
0.00594,value__max_slope_p12_rougher.input.feed_zn
0.00592,value__skewness_p12_primary_cleaner.state.floatbank8_a_air
0.00590,rougher.input.feed_sol_poly_encod_val_rougher.input.feed_pb
0.00589,deriv2_rougher.input.feed_sol
0.00586,value__kurtosis_p120_rougher.input.feed_sol
0.00586,value__max_slope_p12_primary_cleaner.input.depressant
0.00584,value__mean_abs_change_p12_primary_cleaner.state.floatbank8_a_air
0.00583,value__quantile__q_0.95_p12_secondary_cleaner.state.floatbank5_a_air
0.00580,value__kurtosis_p24_primary_cleaner.input.depressant
0.00576,value__fft_aggregated__aggtype_variance_p12_primary_cleaner.state.floatbank8_a_air
0.00575,deriv1_primary_cleaner.state.floatbank8_c_air
0.00571,value__quantile__q_0.95_p24_rougher.input.feed_zn
0.00569,value__max_min_diff_p6_primary_cleaner.state.floatbank8_a_air
0.00569,value__linear_trend__attr_slope_p120_rougher.input.floatbank11_xanthate
0.00569,value__maximum_p6_rougher.input.feed_fe_diff_deriv1_rougher.input.feed_zn
0.00568,value__fft_aggregated__aggtype_kurtosis_p24_primary_cleaner.input.xanthate
0.00567,value__mean_second_derivative_central_p120_rougher.input.feed_sol
0.00567,value__fft_aggregated__aggtype_centroid_p12_primary_cleaner.input.xanthate
0.00566,value__fft_aggregated__aggtype_kurtosis_p24_secondary_cleaner.state.floatbank5_a_air
0.00565,value__fft_aggregated__aggtype_centroid_p12_primary_cleaner.input.depressant
0.00565,value__linear_trend__attr_slope_p12_rougher.input.floatbank11_xanthate
0.00564,value__mean_abs_change_p6_primary_cleaner.state.floatbank8_a_air
0.00564,value__skewness_p120_rougher.input.feed_sol
0.00564,encod_val_primary_cleaner.input.feed_size_poly_encod_dif_rougher.input.feed_pb
0.00564,value__mean_abs_change_p12_primary_cleaner.input.copper_sulfate
0.00563,value__mean_second_derivative_central_p120_primary_cleaner.input.feed_size
0.00562,rel_encod_val_rougher.input.feed_pb_s3b0
0.00559,value__min_slope_p6_rougher.input.floatbank11_xanthate
0.00559,deriv1_rougher.input.feed_zn_diff_value__quantile__q_0.95_p24_rougher.input.feed_fe
0.00558,value__fft_aggregated__aggtype_variance_p24_rougher.input.floatbank10_copper_sulfate
0.00558,value__max_slope_p6_primary_cleaner.input.copper_sulfate
0.00558,value__min_slope_p24_rougher.input.floatbank10_copper_sulfate
0.00557,diff_primary_cleaner.input.xanthate_s3b1
0.00556,rougher.input.feed_fe_rat_value__minimum_p6_rougher.input.floatbank11_xanthate
0.00556,rougher.input.feed_fe_diff_value__minimum_p6_rougher.input.floatbank11_xanthate
0.00555,value__linear_trend__attr_slope_p24_rougher.state.floatbank10_b_air
0.00554,primary_cleaner.input.copper_sulfate_diff_deriv1_rougher.input.feed_zn
0.00554,deriv1_rougher.input.feed_fe
0.00554,diff_encod_rel_rougher.input.feed_fe_s2b0
0.00549,deriv3_rougher.input.feed_rate
0.00548,value__kurtosis_p24_rougher.input.feed_pb
0.00547,value__kurtosis_p24_primary_cleaner.input.feed_size
0.00547,value__kurtosis_p12_rougher.input.floatbank10_copper_sulfate
0.00545,encod_dif_primary_cleaner.input.xanthate
0.00544,encod_val_rougher.input.feed_zn_poly_value__quantile__q_0.95_p120_rougher.input.feed_fe
0.00544,secondary_cleaner.state.floatbank2_a_air_rat_value__quantile__q_0.95_p24_rougher.input.feed_fe
0.00543,value__min_slope_p24_rougher.input.feed_rate
0.00542,value__fft_aggregated__aggtype_skew_p12_primary_cleaner.input.xanthate
0.00541,encod_dif_primary_cleaner.input.feed_size
0.00541,rougher.state.floatbank10_d_level
0.00541,value__quantile__q_0.95_p24_rougher.input.feed_fe_diff_rougher.input.feed_sol
0.00539,value__maximum_p6_rougher.input.feed_fe_diff_value__quantile__q_0.95_p24_rougher.input.feed_fe
0.00539,secondary_cleaner.state.floatbank5_a_level
0.00535,value__fft_aggregated__aggtype_variance_p12_rougher.input.floatbank11_xanthate
0.00534,rougher.state.floatbank10_b_level
0.00533,diff_rougher.input.feed_size_s2b0
0.00531,value__fft_aggregated__aggtype_kurtosis_p24_rougher.input.feed_fe
0.00531,value__max_min_diff_p6_primary_cleaner.input.depressant
0.00530,value__minimum_p6_rougher.input.floatbank11_xanthate_rat_encod_val_primary_cleaner.input.copper_sulfate
0.00526,value__mean_abs_change_p6_rougher.input.floatbank10_copper_sulfate
0.00526,value__max_min_diff_p24_rougher.input.floatbank10_copper_sulfate
0.00525,value__mean_second_derivative_central_p12_primary_cleaner.input.depressant
0.00524,value__skewness_p12_rougher.state.floatbank10_b_air
0.00522,value__max_min_diff_p12_primary_cleaner.input.xanthate
0.00520,rel_primary_cleaner.state.floatbank8_c_level_s3b0
0.00518,value__mean_abs_change_p12_rougher.input.floatbank11_xanthate
0.00518,value__fft_aggregated__aggtype_centroid_p120_primary_cleaner.input.feed_size
0.00518,value__max_slope_p120_primary_cleaner.input.xanthate
0.00518,value__kurtosis_p24_rougher.input.feed_zn
0.00518,value__max_slope_p12_rougher.input.feed_fe
0.00516,encod_dif_rougher.input.feed_pb_rat_value__quantile__q_0.95_p24_rougher.input.feed_fe
0.00516,value__max_min_diff_p12_rougher.input.feed_zn
0.00515,value__fft_aggregated__aggtype_centroid_p24_rougher.input.feed_pb
0.00514,value__fft_aggregated__aggtype_skew_p24_secondary_cleaner.state.floatbank5_a_air
0.00513,value__fft_aggregated__aggtype_centroid_p120_rougher.input.floatbank11_xanthate
0.00512,value__min_slope_p6_primary_cleaner.input.depressant
0.00512,value__max_min_diff_p12_rougher.input.feed_rate
0.00512,encod_val_primary_cleaner.input.copper_sulfate
0.00510,value__maximum_p6_rougher.input.feed_fe_poly_encod_val_primary_cleaner.input.feed_size
0.00509,value__skewness_p24_rougher.input.floatbank11_xanthate
0.00509,value__quantile__q_0.05_p120_rougher.input.feed_pb
0.00507,rougher.input.floatbank10_copper_sulfate
0.00506,value__kurtosis_p120_rougher.input.floatbank11_xanthate
0.00505,rel_rougher.input.feed_rate_s3b0
0.00503,value__linear_trend__attr_slope_p24_primary_cleaner.state.floatbank8_a_air
0.00501,value__min_slope_p12_secondary_cleaner.state.floatbank5_a_air
0.00501,deriv1_encod_dif_rougher.input.feed_fe
0.00499,value__skewness_p24_rougher.input.feed_fe
0.00492,value__skewness_p24_rougher.input.floatbank10_copper_sulfate
0.00488,value__max_slope_p24_rougher.input.floatbank10_copper_sulfate
0.00485,value__skewness_p12_primary_cleaner.input.feed_size
0.00485,week
0.00482,value__mean_abs_change_p6_rougher.input.feed_zn
0.00482,value__linear_trend__attr_slope_p12_rougher.input.floatbank10_copper_sulfate
0.00480,value__max_slope_p6_rougher.state.floatbank10_b_air
0.00479,value__mean_abs_change_p6_rougher.input.feed_pb
0.00478,value__mean_second_derivative_central_p120_rougher.input.floatbank10_copper_sulfate
0.00476,rougher.input.feed_fe_diff_value__maximum_p6_rougher.input.feed_fe
0.00473,value__mean_second_derivative_central_p6_primary_cleaner.input.depressant
0.00470,rel_rougher.input.floatbank11_copper_sulfate_s3b0
0.00470,value__quantile__q_0.05_p120_primary_cleaner.input.depressant
0.00468,value__max_slope_p6_rougher.input.floatbank10_copper_sulfate
0.00467,value__fft_aggregated__aggtype_variance_p24_primary_cleaner.state.floatbank8_a_air
0.00464,value__linear_trend__attr_slope_p120_rougher.input.feed_sol
0.00463,value__quantile__q_0.05_p12_secondary_cleaner.state.floatbank5_a_air
0.00462,diff_encod_val_rougher.input.feed_pb_s3b1
0.00462,value__mean_second_derivative_central_p24_rougher.input.floatbank11_xanthate
0.00462,value__fft_aggregated__aggtype_kurtosis_p12_rougher.input.feed_sol
0.00461,deriv2_encod_rel_rougher.input.feed_fe
0.00461,value__fft_aggregated__aggtype_skew_p24_rougher.input.floatbank10_copper_sulfate
0.00461,value__skewness_p24_primary_cleaner.input.depressant
0.00458,value__fft_aggregated__aggtype_skew_p24_primary_cleaner.input.feed_size
0.00458,value__fft_aggregated__aggtype_variance_p24_rougher.input.feed_fe
0.00457,rougher.input.floatbank11_xanthate_normalized_lag_6
0.00454,value__min_slope_p12_rougher.input.floatbank10_copper_sulfate
0.00454,value__max_slope_p6_primary_cleaner.state.floatbank8_a_air
0.00453,deriv2_primary_cleaner.input.depressant
0.00453,value__kurtosis_p12_secondary_cleaner.state.floatbank5_a_air
0.00452,value__linear_trend__attr_slope_p12_secondary_cleaner.state.floatbank5_a_air
0.00451,value__min_slope_p6_primary_cleaner.input.xanthate
0.00450,value__max_min_diff_p6_rougher.input.floatbank11_xanthate
0.00449,value__kurtosis_p120_rougher.input.feed_fe
0.00449,value__kurtosis_p12_rougher.input.feed_zn
0.00448,value__max_min_diff_p12_primary_cleaner.input.depressant
0.00445,value__kurtosis_p12_primary_cleaner.input.feed_size
0.00445,value__max_min_diff_p6_rougher.state.floatbank10_b_air
0.00445,value__kurtosis_p12_rougher.input.feed_sol
0.00445,value__mean_abs_change_p12_rougher.input.feed_pb
0.00443,value__min_slope_p24_primary_cleaner.input.xanthate
0.00443,encod_val_rougher.input.feed_fe_poly_encod_val_rougher.input.feed_zn
0.00442,value__min_slope_p6_primary_cleaner.input.copper_sulfate
0.00441,encod_dif_rougher.input.feed_pb_rat_encod_val_primary_cleaner.input.copper_sulfate
0.00441,value__min_slope_p120_secondary_cleaner.state.floatbank5_a_air
0.00441,rel_rougher.input.feed_size_s3b0
0.00439,value__linear_trend__attr_slope_p24_primary_cleaner.input.feed_size
0.00439,rel_encod_val_rougher.input.feed_zn_s3b0
0.00438,diff_rougher.input.feed_pb_s3b1
0.00438,value__fft_aggregated__aggtype_kurtosis_p12_rougher.input.feed_rate
0.00435,value__maximum_p6_rougher.input.feed_fe
0.00435,rougher.state.floatbank10_a_level_diff_value__quantile__q_0.95_p24_rougher.input.feed_fe
0.00434,value__kurtosis_p24_rougher.input.feed_rate
0.00432,value__fft_aggregated__aggtype_centroid_p12_rougher.state.floatbank10_b_air
0.00432,value__min_slope_p12_rougher.state.floatbank10_b_air
0.00430,value__quantile__q_0.95_p120_rougher.input.feed_pb_rat_value__quantile__q_0.95_p120_rougher.input.feed_fe
0.00429,value__skewness_p24_rougher.input.feed_pb
0.00429,value__mean_abs_change_p24_rougher.input.floatbank11_xanthate
0.00427,value__linear_trend__attr_slope_p120_primary_cleaner.input.copper_sulfate
0.00427,value__fft_aggregated__aggtype_centroid_p120_rougher.input.feed_sol
0.00423,encod_val_rougher.input.feed_pb
0.00420,rougher.state.floatbank10_a_level_poly_encod_val_rougher.input.feed_zn
0.00419,value__quantile__q_0.95_p24_rougher.input.feed_fe_rat_rougher.input.feed_sol
0.00415,value__skewness_p12_primary_cleaner.input.copper_sulfate
0.00415,value__fft_aggregated__aggtype_kurtosis_p24_rougher.input.floatbank10_copper_sulfate
0.00415,value__max_min_diff_p12_rougher.state.floatbank10_b_air
0.00415,encod_rel_rougher.input.feed_fe
0.00412,value__fft_aggregated__aggtype_skew_p24_primary_cleaner.input.xanthate
0.00411,value__fft_aggregated__aggtype_centroid_p120_rougher.state.floatbank10_b_air
0.00410,encod_val_rougher.input.feed_fe
0.00410,value__max_min_diff_p6_primary_cleaner.input.feed_size
0.00409,value__min_slope_p6_primary_cleaner.input.feed_size
0.00409,value__mean_abs_change_p12_rougher.input.feed_rate
0.00409,secondary_cleaner.state.floatbank3_b_level
