iter	MAE
175	56.91206782
176	56.86236702
177	56.81266622
178	56.76296543
179	56.71325798
180	56.66355053
181	56.61385638
182	56.56413564
183	56.51442819
184	56.46472739
185	56.41505319
186	56.36543218
187	56.31581117
188	56.26619681
189	56.2165758
190	56.16694149
191	56.11732713
192	56.06767287
193	56.01801862
194	55.96840426
195	55.91878989
196	55.86916888
197	55.81954787
198	55.76991356
199	55.72026596
200	55.67064827
201	55.62102726
202	55.57137633
203	55.52175864
204	55.47213763
205	55.42251995
206	55.37289894
207	55.32326463
208	55.27365027
209	55.22402593
210	55.17440824
211	55.12477394
212	55.07515625
213	55.02550532
214	54.97585771
215	54.9262234
216	54.87660572
217	54.82695479
218	54.7773371
219	54.72771941
220	54.6780984
221	54.62847739
222	54.57886303
223	54.52920878
224	54.47955785
225	54.42994016
226	54.38031915
227	54.33070146
228	54.28108378
229	54.23146277
230	54.18184508
231	54.13222739
232	54.08260638
233	54.03295878
234	53.98332447
235	53.93370346
236	53.88408577
237	53.83446809
238	53.78483378
239	53.73521609
240	53.6855984
241	53.63597739
242	53.58635638
243	53.53672872
244	53.48710439
245	53.43748338
246	53.38786569
247	53.33824801
248	53.28863032
249	53.23900931
250	53.18939162
251	53.13976064
252	53.09012301
253	53.04049202
254	52.99089428
255	52.94136303
256	52.89180851
257	52.84227726
258	52.79272606
259	52.74317819
260	52.69364694
261	52.64411237
262	52.59458112
263	52.54504654
264	52.49549535
265	52.4459508
266	52.3964129
267	52.34687832
268	52.29736702
269	52.24783245
270	52.19829787
271	52.14878989
272	52.0992387
273	52.0497008
274	52.00016622
275	51.9505984
276	51.90106383
277	51.85144282
278	51.80190824
279	51.75237367
280	51.70277926
281	51.65324801
282	51.60369681
283	51.55416223
284	51.50461436
285	51.45507979
286	51.40554521
287	51.35602394
288	51.30648936
289	51.25695479
290	51.20741689
291	51.15788564
292	51.10835106
293	51.05878324
294	51.00925199
295	50.9597141
296	50.91017952
297	50.86063165
298	50.81109707
299	50.7615492
300	50.71201463
301	50.66248005
302	50.61296543
303	50.56343085
304	50.5138996
305	50.46435173
306	50.41480718
307	50.36527261
308	50.31572473
309	50.26619016
310	50.21665559
311	50.16706117
312	50.11750997
313	50.06799535
314	50.0184641
315	49.96893617
316	49.91938497
317	49.86985372
318	49.82031915
319	49.77078457
320	49.72123338
321	49.67170213
322	49.62207447
323	49.57253989
324	49.52299202
325	49.47344415
326	49.42390625
327	49.37439827
328	49.3248504
329	49.27525931
330	49.22572806
331	49.17619016
332	49.12663896
333	49.07709109
334	49.02755984
335	48.97802527
336	48.92848737
337	48.87892287
338	48.82933178
339	48.77978723
340	48.73025266
341	48.68072141
342	48.63118684
343	48.58163564
344	48.53210106
345	48.48262965
346	48.43309508
347	48.38355718
348	48.33402593
349	48.28449136
350	48.23499335
351	48.18554521
352	48.13608378
353	48.08654255
354	48.03709109
355	47.98764295
356	47.93819149
357	47.88873005
358	47.83927859
359	47.78982713
360	47.74034907
361	47.69086769
362	47.64141622
363	47.59196809
364	47.54251662
365	47.49305519
366	47.44360372
367	47.39415226
368	47.34470745
369	47.29525266
370	47.2458012
371	47.19634973
372	47.1469016
373	47.09744681
374	47.04799867
375	46.99855053
376	46.94909907
377	46.89963431
378	46.85017287
379	46.80071144
380	46.75125
381	46.70176862
382	46.65231383
383	46.60287899
384	46.55342753
385	46.50397606
386	46.45452793
387	46.40507314
388	46.355625
389	46.30614362
390	46.25674867
391	46.20730718
392	46.15785904
393	46.10840758
394	46.05894282
395	46.00949468
396	45.96002992
397	45.91056516
398	45.86111702
399	45.81166888
400	45.76221742
401	45.71275931
402	45.66331782
403	45.61402261
404	45.56465758
405	45.51529255
406	45.4659242
407	45.41645944
408	45.36712101
409	45.31769614
410	45.26832447
411	45.21895612
412	45.16958777
413	45.12021941
414	45.07085439
415	45.02149269
416	44.97212101
417	44.92259309
418	44.87311835
419	44.82364362
420	44.7742121
421	44.72484707
422	44.67547872
423	44.62610372
424	44.57673205
425	44.5273637
426	44.47782912
427	44.4284641
428	44.37898936
429	44.32945811
430	44.27999335
431	44.23062832
432	44.18125
433	44.13188165
434	44.08251995
435	44.03322473
436	43.98394282
437	43.93464761
438	43.88536569
439	43.83608378
440	43.78680186
441	43.7375
442	43.68821476
443	43.63893949
444	43.58948471
445	43.54003657
446	43.49075798
447	43.44147606
448	43.39211436
449	43.34282912
450	43.29354721
451	43.24416223
452	43.19468085
453	43.14539561
454	43.09611702
455	43.04670213
456	42.9972141
457	42.94784574
458	42.89856383
459	42.84928191
460	42.79983045
461	42.75034574
462	42.70106715
463	42.65169548
464	42.60232713
465	42.55295213
466	42.50367354
467	42.45430186
468	42.4050266
469	42.35557513
470	42.30624335
471	42.25696144
472	42.2075133
473	42.15802527
474	42.10858045
475	42.05905585
476	42.00960106
477	41.96018617
478	41.91078457
479	41.86141955
480	41.8122141
481	41.76281915
482	41.71345412
483	41.66411902
484	41.61484707
485	41.56547872
486	41.51607713
487	41.46670545
488	41.41743019
489	41.36809508
490	41.31875997
491	41.26942154
492	41.22022606
493	41.17103723
494	41.12168218
495	41.0724734
496	41.02316489
497	40.97382979
498	40.92447473
499	40.87519282
500	40.82599069
501	40.77678856
502	40.7275
503	40.67819149
504	40.62878989
505	40.57945479
506	40.53010638
507	40.48075465
508	40.43134973
509	40.38199801
510	40.33264628
511	40.28329122
512	40.23393617
513	40.18468418
514	40.13541888
515	40.08621676
516	40.03691489
517	39.98755984
518	39.9382613
519	39.88885638
520	39.83959441
521	39.79031582
522	39.74109707
523	39.69172872
524	39.64249335
525	39.5931383
526	39.54378324
527	39.49444814
528	39.44504654
529	39.39569149
530	39.34634309
531	39.29699468
532	39.24773936
533	39.19833777
534	39.14910572
535	39.09974734
536	39.05040891
537	39.00104721
538	38.95189495
539	38.90263963
540	38.85346742
541	38.80414894
542	38.75483378
543	38.70557181
544	38.65629987
545	38.60703125
546	38.55771941
547	38.50849734
548	38.4592254
549	38.41007314
550	38.36083112
551	38.31156582
552	38.26224734
553	38.21309176
554	38.1637766
555	38.11446144
556	38.06519282
557	38.01599069
558	37.9668617
559	37.91751995
560	37.86821144
561	37.81889628
562	37.76981715
563	37.72051529
564	37.67117686
565	37.62194481
566	37.57262633
567	37.52333444
568	37.47423537
569	37.42489694
570	37.37584774
571	37.32661902
572	37.27746343
573	37.228125
574	37.17878989
575	37.12946144
576	37.08017287
577	37.03083777
578	36.98158245
579	36.93225731
580	36.88298537
581	36.83392287
582	36.78480053
583	36.73559176
584	36.68641622
585	36.63725399
586	36.58799867
587	36.53898604
588	36.48975731
589	36.44071809
590	36.39151596
591	36.34219747
592	36.29288564
593	36.24364029
594	36.19435505
595	36.14507314
596	36.09579122
597	36.04665891
598	35.99737699
599	35.94809176
600	35.89880984
601	35.84952793
602	35.8003258
603	35.75125997
604	35.7022008
605	35.65315824
606	35.60384641
607	35.55460439
608	35.50545213
609	35.45644282
610	35.40712434
611	35.35791888
612	35.30866356
613	35.25944481
614	35.21039894
615	35.1610871
616	35.11208112
617	35.0628258
618	35.01357048
619	34.96432181
620	34.91501995
621	34.86575465
622	34.81657912
623	34.76736702
624	34.7182613
625	34.66897274
626	34.6198637
627	34.57086436
628	34.52175864
629	34.47261303
630	34.42360705
631	34.37443484
632	34.32521941
633	34.27609043
634	34.22698471
635	34.17793551
636	34.12871676
637	34.07962101
638	34.03043883
639	33.98143285
640	33.93226729
641	33.88319814
642	33.8340758
643	33.78502992
644	33.73604388
645	33.68704787
646	33.63795878
647	33.58886968
648	33.53978059
649	33.49085106
650	33.44169548
651	33.3926762
652	33.34373005
653	33.29466755
654	33.24576463
655	33.19666556
656	33.14771941
657	33.09857048
658	33.04941489
659	33.0003125
660	32.95132314
661	32.90219082
662	32.85323138
663	32.80444814
664	32.7555984
665	32.70676862
666	32.65772606
667	32.60893285
668	32.55998005
669	32.51102061
670	32.46192819
671	32.41280585
672	32.36374003
673	32.31473404
674	32.26584441
675	32.21680186
676	32.16772606
677	32.11869016
678	32.0697008
679	32.02078457
680	31.97192154
681	31.92292886
682	31.87412566
683	31.82510638
684	31.77611702
685	31.72727061
686	31.67829787
687	31.62948471
688	31.58055851
689	31.53160572
690	31.48279255
691	31.43395612
692	31.38521277
693	31.33621676
694	31.28754654
695	31.2386137
696	31.18990359
697	31.14098072
698	31.09215093
699	31.04311503
700	30.99421875
701	30.94530918
702	30.89645944
703	30.84745346
704	30.79850066
705	30.74976729
706	30.70102726
707	30.65206117
708	30.60324136
709	30.55432181
710	30.50536569
711	30.45655918
712	30.40769282
713	30.35883644
714	30.30993351
715	30.26100066
716	30.21223404
717	30.16328125
718	30.11433178
719	30.06542221
720	30.01650598
721	29.96753324
722	29.91870678
723	29.86981383
724	29.82086769
725	29.77207447
726	29.72328457
727	29.67435505
728	29.62553191
729	29.57659574
730	29.52773936
731	29.47884641
732	29.43003989
733	29.38106383
734	29.33215426
735	29.28312168
736	29.23418883
737	29.18535904
738	29.13648271
739	29.08760638
740	29.03861702
741	28.9896742
742	28.94080452
743	28.89193484
744	28.8431117
745	28.79420878
746	28.74530918
747	28.69648604
748	28.64756981
749	28.5987367
750	28.54991024
751	28.50123005
752	28.45243019
753	28.40363697
754	28.35486702
755	28.30611702
756	28.2571875
757	28.20825798
758	28.15933511
759	28.11051862
760	28.0615625
761	28.01269947
762	27.96385638
763	27.91504987
764	27.86614694
765	27.81726729
766	27.76844082
767	27.71953125
768	27.67063996
769	27.62174036
770	27.57294215
771	27.52426031
772	27.47553025
773	27.42685007
774	27.37820811
775	27.32956117
776	27.28086602
777	27.23226895
778	27.1836619
779	27.13520944
780	27.08676529
781	27.03816822
782	26.98944315
783	26.94082114
784	26.892249
785	26.84376995
786	26.79522606
787	26.7465891
788	26.69781582
789	26.64921543
790	26.60062168
791	26.55215592
792	26.50377493
793	26.45539395
794	26.40707114
795	26.35870678
796	26.31035073
797	26.26208777
798	26.21397939
799	26.16563165
800	26.11738032
801	26.06909242
802	26.02101064
803	25.97263963
804	25.92440492
805	25.87633976
806	25.82823969
807	25.78016622
808	25.73236536
809	25.6843268
810	25.63606715
811	25.58774767
812	25.53968418
813	25.49161569
814	25.44348072
815	25.39548703
816	25.34737367
817	25.29936503
818	25.25114195
819	25.20311669
820	25.15506649
821	25.10723903
822	25.05935505
823	25.01161237
824	24.96382812
825	24.91615691
826	24.86839927
827	24.82043883
828	24.77259309
829	24.72495512
830	24.67716922
831	24.62939328
832	24.58141789
833	24.5335738
834	24.48575133
835	24.43774269
836	24.38989195
837	24.34205452
838	24.29407247
839	24.24622673
840	24.19828956
841	24.15061004
842	24.10285406
843	24.05476729
844	24.00700465
845	23.95918218
846	23.91124668
847	23.86331948
848	23.8152859
849	23.7674734
850	23.71967088
851	23.67194814
852	23.62416888
853	23.57651596
854	23.52882646
855	23.48104056
856	23.43320811
857	23.38531915
858	23.33765791
859	23.28977061
860	23.24204289
861	23.19442154
862	23.14686503
863	23.09920379
864	23.05139794
865	23.00398936
866	22.95637965
867	22.90866356
868	22.86108045
869	22.81356383
870	22.76625665
871	22.71880652
872	22.67136802
873	22.62396941
874	22.57661735
875	22.52946809
876	22.48182513
877	22.43447473
878	22.38738032
879	22.33994348
880	22.29262467
881	22.24529754
882	22.19804189
883	22.15060672
884	22.10329455
885	22.05613863
886	22.00884973
887	21.9615758
888	21.91448138
889	21.86743351
890	21.82020279
891	21.77281749
892	21.72562832
893	21.67851895
894	21.6313514
895	21.58411735
896	21.5367121
897	21.48941656
898	21.44225233
899	21.39494515
900	21.34746842
901	21.30031749
902	21.25326961
903	21.20604388
904	21.15897606
905	21.11193484
906	21.06487866
907	21.01782912
908	20.97088098
909	20.92375166
910	20.876875
911	20.82996842
912	20.78303191
913	20.73621011
914	20.68949136
915	20.64286403
916	20.59621343
917	20.54953291
918	20.50278258
919	20.455999
920	20.40923537
921	20.36286237
922	20.31644448
923	20.26978391
924	20.2231117
925	20.17659242
926	20.1301496
927	20.08362866
928	20.03688996
929	19.99009973
930	19.94326629
931	19.89706283
932	19.85062168
933	19.80402593
934	19.75755818
935	19.71130984
936	19.66461104
937	19.61822473
938	19.57216589
939	19.5259857
940	19.4795246
941	19.43322141
942	19.38701297
943	19.34092088
944	19.29503158
945	19.24897274
946	19.20281084
947	19.15698471
948	19.11063497
949	19.06477061
950	19.01816822
951	18.97205785
952	18.92576297
953	18.87965758
954	18.83347906
955	18.78726562
956	18.74142453
957	18.6949867
958	18.6490143
959	18.60320146
960	18.55731051
961	18.51141456
962	18.46570479
963	18.41960938
964	18.37339761
965	18.32774601
966	18.28203457
967	18.23651928
968	18.19086769
969	18.14501995
970	18.09953956
971	18.05403258
972	18.00811835
973	17.96239528
974	17.91701463
975	17.87159408
976	17.82624501
977	17.78073637
978	17.7352377
979	17.68952294
980	17.64371011
981	17.59854388
982	17.55321144
983	17.50750166
984	17.46239195
985	17.41696144
986	17.37191489
987	17.32682347
988	17.28145612
989	17.23664894
990	17.19152261
991	17.14599402
992	17.10081948
993	17.05535572
994	17.01073138
995	16.96565824
996	16.92056848
997	16.87530086
998	16.83041556
999	16.78577128
1000	16.74087766
1001	16.6958627
1002	16.65101729
1003	16.60594249
1004	16.56140791
1005	16.51666722
1006	16.47187666
1007	16.42717586
1008	16.38243517
1009	16.33774767
1010	16.29275598
1011	16.24795711
1012	16.20345911
1013	16.15883644
1014	16.11433178
1015	16.06962766
1016	16.02507979
1017	15.98023105
1018	15.93562999
1019	15.89144614
1020	15.84667221
1021	15.80206782
1022	15.75770612
1023	15.71375831
1024	15.66972241
1025	15.62538065
1026	15.58107713
1027	15.53705452
1028	15.49301862
1029	15.4489262
1030	15.40498504
1031	15.36098404
1032	15.31727227
1033	15.27379987
1034	15.23033078
1035	15.18659408
1036	15.14337766
1037	15.10004987
1038	15.05656416
1039	15.01297207
1040	14.96943983
1041	14.9259375
1042	14.88234375
1043	14.8384375
1044	14.79502493
1045	14.75171875
1046	14.70818983
1047	14.66457114
1048	14.62117686
1049	14.57786735
1050	14.534626
1051	14.49116855
1052	14.44832613
1053	14.4049734
1054	14.36207114
1055	14.31896941
1056	14.27598737
1057	14.23314827
1058	14.19011802
1059	14.14722074
1060	14.1046127
1061	14.06168384
1062	14.0187766
1063	13.9758893
1064	13.93316988
1065	13.89079372
1066	13.84856799
1067	13.80603391
1068	13.7634641
1069	13.72092753
1070	13.67865525
1071	13.63626995
1072	13.594188
1073	13.55233627
1074	13.51073637
1075	13.46934425
1076	13.42739029
1077	13.38587932
1078	13.34426945
1079	13.30284242
1080	13.26127161
1081	13.21960688
1082	13.178376
1083	13.13717254
1084	13.09598737
1085	13.05443068
1086	13.01322307
1087	12.97210273
1088	12.93192985
1089	12.89138049
1090	12.85080618
1091	12.81045795
1092	12.77015625
1093	12.72954787
1094	12.68896858
1095	12.64849235
1096	12.6081383
1097	12.56804937
1098	12.52820479
1099	12.487874
1100	12.44760555
1101	12.40762384
1102	12.36785073
1103	12.3278765
1104	12.28812334
1105	12.24825798
1106	12.20825133
1107	12.16839594
1108	12.1284857
1109	12.08899019
1110	12.04902759
1111	12.00963514
1112	11.97009475
1113	11.93033743
1114	11.89099568
1115	11.85193152
1116	11.8132746
1117	11.77400931
1118	11.73536486
1119	11.69674701
1120	11.65769614
1121	11.61917304
1122	11.58053856
1123	11.54189744
1124	11.50280668
1125	11.46402759
1126	11.42588015
1127	11.38709525
1128	11.34877327
1129	11.30998753
1130	11.2712982
1131	11.2325374
1132	11.19463846
1133	11.15642537
1134	11.11867188
1135	11.08130818
1136	11.04324302
1137	11.00556765
1138	10.96816157
1139	10.93095578
1140	10.89287816
1141	10.85595246
1142	10.81867187
1143	10.78143451
1144	10.7446609
1145	10.70754571
1146	10.67046543
1147	10.63331865
1148	10.5963622
1149	10.56017952
1150	10.52396941
1151	10.48739195
1152	10.4509242
1153	10.41469914
1154	10.37884142
1155	10.34289561
1156	10.30697972
1157	10.2708361
1158	10.23455785
1159	10.19789894
1160	10.16173205
1161	10.1259375
1162	10.09016705
1163	10.05387633
1164	10.01842337
1165	9.982402759
1166	9.946750332
1167	9.91107131
1168	9.87644365
1169	9.841023105
1170	9.806028092
1171	9.770889295
1172	9.735990691
1173	9.701090426
1174	9.666072141
1175	9.630839428
1176	9.596373005
1177	9.561574136
1178	9.527333777
1179	9.492087766
1180	9.457959608
1181	9.423199801
1182	9.389736536
1183	9.356279089
1184	9.322206616
1185	9.288050199
1186	9.253438331
1187	9.219345911
1188	9.185288398
1189	9.152092753
1190	9.118124169
1191	9.084464761
1192	9.050999003
1193	9.017746842
1194	8.98447141
1195	8.951254156
1196	8.917627992
1197	8.883869681
1198	8.851313165
1199	8.818138298
1200	8.785089761
1201	8.752393617
1202	8.719551197
1203	8.686761137
1204	8.654250332
1205	8.621689661
1206	8.589542886
1207	8.557356217
1208	8.524943484
1209	8.492654588
1210	8.46005984
1211	8.428402593
1212	8.396959774
1213	8.365344082
1214	8.333350233
1215	8.300733045
1216	8.269185505
1217	8.237401097
1218	8.20627992
1219	8.174610206
1220	8.143317819
1221	8.112624668
1222	8.08199385
1223	8.051060505
1224	8.020793717
1225	7.989870346
1226	7.959178856
1227	7.928820645
1228	7.898309508
1229	7.869035904
1230	7.839311004
1231	7.809222074
1232	7.778889628
1233	7.748561336
1234	7.71910738
1235	7.689638464
1236	7.659802194
1237	7.629973404
1238	7.600262633
1239	7.570638298
1240	7.540920047
1241	7.512365359
1242	7.483337766
1243	7.455467088
1244	7.426982214
1245	7.39877992
1246	7.370125499
1247	7.34224734
1248	7.313173205
1249	7.285004156
1250	7.256399601
1251	7.22837766
1252	7.200480386
1253	7.173299535
1254	7.14494016
1255	7.116833444
1256	7.090209441
1257	7.062639628
1258	7.036348903
1259	7.009963431
1260	6.984056682
1261	6.957325465
1262	6.930962434
1263	6.905509059
1264	6.880573471
1265	6.855280502
1266	6.829711187
1267	6.804504654
1268	6.779440658
1269	6.753804854
1270	6.728262134
1271	6.704023853
1272	6.67812126
1273	6.652067819
1274	6.627391124
1275	6.602764295
1276	6.57754488
1277	6.552720662
1278	6.527720662
1279	6.503514794
1280	6.479268617
1281	6.454281915
1282	6.430635389
1283	6.407639628
1284	6.383890874
1285	6.360318318
1286	6.336747839
1287	6.313272939
1288	6.289706616
1289	6.267670379
1290	6.244357131
1291	6.221061336
1292	6.198440409
1293	6.17697889
1294	6.154064993
1295	6.131828457
1296	6.109050864
1297	6.086211769
1298	6.064060007
1299	6.041778175
1300	6.020034076
1301	5.998308677
1302	5.976820562
1303	5.954656333
1304	5.933489029
1305	5.911664727
1306	5.890733876
1307	5.869682513
1308	5.849480552
1309	5.827954621
1310	5.807425199
1311	5.787107713
1312	5.766560007
1313	5.746938996
1314	5.726225066
1315	5.70573263
1316	5.685724318
1317	5.665477892
1318	5.645130485
1319	5.625672374
1320	5.605507812
1321	5.586232962
1322	5.566489777
1323	5.54778258
1324	5.528930768
1325	5.509629322
1326	5.490792055
1327	5.472000083
1328	5.453343584
1329	5.433856799
1330	5.414951795
1331	5.395871011
1332	5.376490193
1333	5.357571061
1334	5.338762467
1335	5.320474983
1336	5.301784408
1337	5.28375
1338	5.265932513
1339	5.248200216
1340	5.230363614
1341	5.213177776
1342	5.195497008
1343	5.177238198
1344	5.159956782
1345	5.142322141
1346	5.125256815
1347	5.108146609
1348	5.090947473
1349	5.074217919
1350	5.058190658
1351	5.041043467
1352	5.024344249
1353	5.007854056
1354	4.991641456
1355	4.975597989
1356	4.959514628
1357	4.944000582
1358	4.928156167
1359	4.912230718
1360	4.896274934
1361	4.881109957
1362	4.866560007
1363	4.850622091
1364	4.835125914
1365	4.818841838
1366	4.803499418
1367	4.788625332
1368	4.773120429
1369	4.75872008
1370	4.743560505
1371	4.728412566
1372	4.714820479
1373	4.70087766
1374	4.686371759
1375	4.671731217
1376	4.657047041
1377	4.642965841
1378	4.627977477
1379	4.614458112
1380	4.601580785
1381	4.587357879
1382	4.573141207
1383	4.559837101
1384	4.546522191
1385	4.532716922
1386	4.519905253
1387	4.507269781
1388	4.493322806
1389	4.480371094
1390	4.467807929
1391	4.455351978
1392	4.442186669
1393	4.429336769
1394	4.417133477
1395	4.406051363
1396	4.393885057
1397	4.382050366
1398	4.370271775
1399	4.358304521
1400	4.346555851
1401	4.335670711
1402	4.323299119
1403	4.311985954
1404	4.300984874
1405	4.290611287
1406	4.279630153
1407	4.268174036
1408	4.257152593
1409	4.246048039
1410	4.235454621
1411	4.225176197
1412	4.213983544
1413	4.203851396
1414	4.193122091
1415	4.18254862
1416	4.172416888
1417	4.162770529
1418	4.153387633
1419	4.143064328
1420	4.131286154
1421	4.122268534
1422	4.111792304
1423	4.101832613
1424	4.092794215
1425	4.084036735
1426	4.073941572
1427	4.064568235
1428	4.055552693
1429	4.046694648
1430	4.037252327
1431	4.027748504
1432	4.018352726
1433	4.009581533
1434	3.999678358
1435	3.989675864
1436	3.980264295
1437	3.97159242
1438	3.962062417
1439	3.95354513
1440	3.945542719
1441	3.93689744
1442	3.928611203
1443	3.919596077
1444	3.911870844
1445	3.904029255
1446	3.895878491
1447	3.888515209
1448	3.880248504
1449	3.870949967
1450	3.862563165
1451	3.85421127
1452	3.844792221
1453	3.836571642
1454	3.827878989
1455	3.819827959
1456	3.811598238
1457	3.804598986
1458	3.796962683
1459	3.787448055
1460	3.780231051
1461	3.772994515
1462	3.765615858
1463	3.756770279
1464	3.748778258
1465	3.742764295
1466	3.734156832
1467	3.726955203
1468	3.719746094
1469	3.714102394
1470	3.706269531
1471	3.698558012
1472	3.690534824
1473	3.682654172
1474	3.675877244
1475	3.667422291
1476	3.660143783
1477	3.653515209
1478	3.647441406
1479	3.641640625
1480	3.635328291
1481	3.628731715
1482	3.623137882
1483	3.618134973
1484	3.612069481
1485	3.60610123
1486	3.598632397
1487	3.593454122
1488	3.584865359
1489	3.57840384
1490	3.572928025
1491	3.567005485
1492	3.56028258
1493	3.554014711
1494	3.547809176
1495	3.542018783
1496	3.535685256
1497	3.529601064
1498	3.523534741
1499	3.518180269
1500	3.512466755
1501	3.506015625
1502	3.499898188
1503	3.493375166
1504	3.488138298
1505	3.482372631
1506	3.477592046
1507	3.472527427
1508	3.468092379
1509	3.462906208
1510	3.45725669
1511	3.451690492
1512	3.445593833
1513	3.441437832
1514	3.435489528
1515	3.430617936
1516	3.426081699
1517	3.420517163
1518	3.415601937
1519	3.410132355
1520	3.405039894
1521	3.398799244
1522	3.393122922
1523	3.388475524
1524	3.383172374
1525	3.378359375
1526	3.373383685
1527	3.369127327
1528	3.36353765
1529	3.35848612
1530	3.353932015
1531	3.349422789
1532	3.345577211
1533	3.341185796
1534	3.337406084
