,bagging_fraction,feature_fraction,lambda_l1,num_leaves,loss
26,0.5972714353390306,0.3520104358072781,31.746375964378927,17.0,1.9062903887934912
61,0.8438802338690804,0.23742466793601494,31.90925384632945,11.0,1.9110722613976094
37,0.6740125212731048,0.5716752010272091,29.416239202479325,11.0,1.9139507099504174
68,0.7601134299942723,0.22124314341341153,30.793859973378883,9.0,1.9179135050238667
66,0.5181455560057149,0.350093994133168,38.912931281396204,13.0,1.9317185306111144
81,0.5030371349915371,0.25968271087464767,27.82591345788061,14.0,1.93268024240673
31,0.76065705138538,0.3220784956865046,43.99462791676697,18.0,1.9327721247462548
72,0.8271199365166665,0.1937355793049535,41.733963660967184,18.0,1.9351600543793561
89,0.4438626412317787,0.21321134038096337,73.77936571785531,21.0,1.9355610741192788
85,0.4154512691067502,0.5829669334073928,40.22487245780563,16.0,1.9381109608812734
58,0.7557590980190713,0.5556434732723098,47.849351471743105,19.0,1.9389673075099896
52,0.41091645591259396,0.3924729273036565,46.75047382560709,27.0,1.9400858877902616
24,0.7825137550900135,0.2307561850929365,57.46234250452384,23.0,1.9413374988464642
86,0.8986829306466682,0.44242463268837184,13.12114301975252,19.0,1.943127177649964
27,0.8950938361674667,0.5193621839862377,33.53495157049737,16.0,1.943261075669708
14,0.5173583617537472,0.19999851259632226,21.099894853063216,27.0,1.9437519453062297
59,0.8014893352091617,0.591549875479729,35.50379661722112,14.0,1.9450764310378768
32,0.6032511724401278,0.32406315479548986,44.69283513212147,12.0,1.9452401026054191
36,0.7351458087857711,0.3697071411952162,67.89127445104967,21.0,1.9463090569229644
13,0.677998908590339,0.02204185571633432,59.605639041111985,46.0,1.946995743747891
99,0.36456450277418445,0.41352033813476063,25.935368453820143,13.0,1.9495871453488394
63,0.8516580004265099,0.15553076739705515,51.18903454270333,17.0,1.950166152366053
16,0.34654470494013423,0.3390485642117148,25.736383553186183,29.0,1.9515148474040633
93,0.5562080691705149,0.3817020142245546,19.530332879060115,16.0,1.9534049431223846
46,0.842581204279484,0.4820527300130707,5.6304130009766595,33.0,1.9537532181104051
38,0.2490969397229849,0.763471117377257,17.481015047392283,12.0,1.956112118382798
28,0.5996453340882872,0.3686648205523852,49.113810759386695,19.0,1.956203937584989
12,0.21323675661487118,0.3967234149532768,62.50534284677271,9.0,1.9582986031791065
74,0.7781236515022598,0.4847450994862263,17.997500907747224,29.0,1.9587714442692625
40,0.6524668587467433,0.5962110392362682,7.6558295466064905,10.0,1.9601007027771415
75,0.8759030580351697,0.4276453683559603,45.392319050618404,15.0,1.960137007037088
76,0.5750478368734162,0.13071198199673742,33.733277303022255,20.0,1.960218524037271
91,0.8332750627065408,0.4647849381071427,55.827706801970535,31.0,1.9611008271130557
29,0.8142749592012813,0.1260297449581651,54.66391996160494,14.0,1.961333879546217
44,0.306698972555921,0.5648243013355367,23.582955412386205,26.0,1.9619095632357708
65,0.5769255332064928,0.28868456178249746,27.58554316552336,9.0,1.9627749626730921
56,0.6633867991721325,0.2709988606497666,42.36427513468698,8.0,1.9660442655566082
50,0.1309430733087576,0.5380831543494576,20.318064254869892,22.0,1.9666944111107707
87,0.3902493606465863,0.4981185798464496,8.586922142994826,13.0,1.9679118256914525
2,0.4053533834270785,0.04166582817065892,39.897745113475835,21.0,1.9679753205474442
70,0.7258212910736725,0.3776615693942347,15.805356573572622,11.0,1.9685090117119786
71,0.4523298714751715,0.10773543918021555,35.40831272350285,23.0,1.9697577255751066
5,0.50203121682613,0.8720540503850374,25.958325830008256,29.0,1.9701650079638888
11,0.9463941882449485,0.073966426421586,45.3119819247728,30.0,1.9706173731268988
77,0.7376227032138429,0.24637200868211617,22.456772124266877,17.0,1.970702100855939
92,0.6466036492055488,0.1646115901522835,29.228979678207622,25.0,1.9726162427403386
82,0.6312434905483,0.6275725375872077,25.11879444223576,12.0,1.9736135751786192
80,0.6708876158095126,0.35461578803490335,31.2694047587479,22.0,1.975705555440387
43,0.38587728534550175,0.84044288025515,28.668277915163713,15.0,1.975941565008369
78,0.9246902057283264,0.3318674700923354,37.786982034968695,10.0,1.976518445358082
83,0.9690994372969086,0.521165243087118,0.8647017571515718,9.0,1.9772998633843715
54,0.706496883445201,0.09948083405152097,22.819554986455476,26.0,1.9785166796146667
64,0.8145480198054066,0.232118400988024,65.09498542429907,35.0,1.9810943846590554
88,0.5899687364854942,0.18728142347835477,50.041053676334094,27.0,1.9820830569358399
34,0.35991532104281915,0.46589987822481993,15.09833907647143,8.0,1.98242802179897
15,0.5358271128252865,0.2830991357186787,23.021248983348375,32.0,1.9825762080975735
22,0.3423381843529637,0.28858259805655695,62.570537994678894,37.0,1.98537610445497
98,0.7392077616948558,0.3075573933911128,12.52162231441556,17.0,1.9854615844892674
84,0.5331849571761359,0.4023749970195597,53.680082287125614,41.0,1.9872883978914273
33,0.8771786119725995,0.5125329534206561,38.47888671208082,17.0,1.9876635553376392
9,0.8429452211064002,0.4506549171246555,26.688184067907486,49.0,1.9884544236972137
48,0.4785815720733788,0.410106001739657,40.24560243534536,31.0,1.9913246894255352
49,0.6433316009004806,0.437283318533015,26.42165405504083,13.0,1.9915329744194479
62,0.9859045472560385,0.036306007977834676,32.70905605473275,25.0,1.9921111793339783
19,0.5134130522058747,0.4234639974427131,49.86487213992646,46.0,1.9953498835405827
67,0.8772893644860006,0.3063871300722576,24.682586905703687,12.0,1.9964836664374197
23,0.7206582954372367,0.5652110268159128,1.3043580972231226,41.0,1.9967102962854633
73,0.6153793975316734,0.06462937678167785,10.471683015532388,11.0,1.997983971729912
51,0.9520611648209147,0.6189818738679098,14.338349880141187,20.0,1.999680708168815
10,0.46509652237888777,0.5978480065431134,79.753214280819,16.0,1.9999945698156438
41,0.4670447862740171,0.6442193919381822,18.84049283590136,21.0,2.0005873261542746
30,0.9131466966823064,0.5007154607564193,32.00957402449814,24.0,2.002404604591569
0,0.8526308631947387,0.058360520063694396,17.27159295399285,50.0,2.0026557570723416
25,0.7933241924940017,0.25726839859995737,9.539526983215794,24.0,2.00431069454926
69,0.6773786287484199,0.45659630324808975,20.392614071562,15.0,2.0058399874236787
55,0.488054414993615,0.17736553207834294,29.659435354154116,33.0,2.0064436519512294
3,0.963345244282328,0.7121900516785563,70.17603849297475,10.0,2.0070941684426495
39,0.567070084775863,0.6908335485368738,30.0731156320331,14.0,2.008528957901887
18,0.42979189340844715,0.07413625498048038,33.60044133267176,37.0,2.011948528120998
79,0.7093780695703982,0.30067001282318356,5.718743463222928,23.0,2.015744730940473
60,0.9274074097625804,0.7443739109032708,57.026093917040825,49.0,2.0162026123570365
94,0.1821118800632367,0.8906125929545691,59.62679054045202,8.0,2.0168921432937563
90,0.7841413397569512,0.5469150481442495,42.855378742612444,44.0,2.0185861747298377
42,0.6959595825471541,0.8995796150835946,36.66895672859689,10.0,2.0190534881779625
47,0.29089942988149353,0.8075147412668043,35.75056263390109,8.0,2.0235406485611676
6,0.42951779656488576,0.8564461514688039,51.615350006112045,35.0,2.0247181489163264
20,0.6866892177521007,0.2040812919852566,11.146246301444538,42.0,2.025398610472731
57,0.6204671540590084,0.688694911151346,63.17531096367145,38.0,2.026473112240327
97,0.6849945467613943,0.08189558537594924,33.91707639252952,15.0,2.028341837326621
8,0.5993909492617042,0.16969337090186104,74.28628271602472,45.0,2.0287082073564866
1,0.44061997516159823,0.02887875721516075,37.9839093990539,10.0,2.0321299281547582
35,0.9832023125013717,0.7891668173144655,41.78582059463337,18.0,2.0379558205235573
96,0.3032298097773001,0.6969563603350568,3.655182675162397,19.0,2.039360215070827
53,0.5439319682112133,0.6602410593683948,52.718354412599936,16.0,2.0458981021228326
17,0.19344834487752505,0.6424556533235183,76.64212171805822,28.0,2.0462310508339954
21,0.634646333617827,0.14602639835957087,2.9698005645939247,24.0,2.0509389835832255
45,0.5666806017729464,0.7224082078138507,12.814996353288986,11.0,2.0560485992927506
95,0.8718314713379702,0.6132033711257987,46.7607436619718,11.0,2.0574620646540596
7,0.10872315733781837,0.6700178908882447,77.06888900411609,20.0,2.061315003205803
4,0.7523230575708143,0.7370229786387017,71.39318832501243,13.0,2.102439142362842
