,bagging_fraction,feature_fraction,lambda_l1,num_leaves,loss
24,0.3929558333203378,0.024575306901789672,46.72822255135096,49.0,4.935631155449536
86,0.6645163505575182,0.025861713057867795,49.25944691447983,40.0,4.9565791679634765
65,0.3747448543661391,0.02244721039254167,62.43459676006286,50.0,4.9691159932750715
20,0.24103873712308357,0.032342817010868254,49.39704543027261,38.0,4.973290902027144
88,0.7802743769585745,0.021448806847163326,37.22507370470456,46.0,5.002662116027459
66,0.34475706540491263,0.021343329445589043,67.11585669094046,47.0,5.006396857415429
23,0.3745248471022271,0.020436994834959844,60.62131213871122,50.0,5.009963318222595
70,0.1998461759791756,0.04245181686282393,59.68690642435621,37.0,5.012179600805495
74,0.4946871138016809,0.03755133691522921,46.14028286917213,44.0,5.023204118296127
28,0.10105635247604206,0.026575404596640807,28.999661934849307,33.0,5.0531236937878115
40,0.3106496274898895,0.023006523896072696,23.751561802517337,39.0,5.102426444463959
15,0.29617205633320387,0.08125520882582218,65.98333576274912,43.0,5.104871795959883
7,0.2736582643393943,0.7660457041946226,66.97438432804022,44.0,5.1071076210910995
71,0.3169481457155304,0.07556160740901162,56.29878324119939,40.0,5.109455503306522
82,0.2905772418184782,0.246689331187796,71.92730572249624,44.0,5.112615075112547
27,0.23457790680895976,0.3022808383024092,46.526785706279014,49.0,5.115388480426986
93,0.5710762305524086,0.3590847354379762,48.316758639134164,48.0,5.119241739086278
25,0.15567482559377743,0.4854443784229747,48.773708890759394,49.0,5.123797411506789
35,0.562451731781659,0.1944877809712431,79.46198883755058,33.0,5.125169360658716
47,0.19855925731536084,0.3526910202097787,49.91750587301804,38.0,5.132035658606338
57,0.34027391177542854,0.043110493104299936,69.8326976510487,18.0,5.1453673620942855
30,0.44354420313599496,0.5382753863957255,40.372912090973585,48.0,5.146393886564206
32,0.18301688924701906,0.3995904148003679,42.74211857785521,41.0,5.146662200133183
36,0.797173459020754,0.4124902754905667,73.73245863115972,47.0,5.151915953510474
10,0.7061044919877112,0.19362983763322894,68.74021704302434,37.0,5.172776584089029
46,0.3636389064654836,0.12527902854126086,55.121591709788,46.0,5.176638542690727
63,0.8678416442504083,0.3817825107994266,44.156074169498666,36.0,5.180995174600578
54,0.5747098761180313,0.6640998015355495,53.17387173356143,47.0,5.198641292638194
69,0.38386988203739736,0.18835689625610458,73.26179642186533,42.0,5.206924286220072
92,0.7112713265911651,0.8071636836715284,44.534743678290276,47.0,5.208662672749639
91,0.670894033233405,0.27854897463844064,65.5048079628765,49.0,5.2107961114599295
53,0.7446793847216138,0.31319346488345184,36.986183317051854,50.0,5.217263885327161
45,0.5138656183823829,0.606690091956633,70.6118780462466,21.0,5.219847707735435
83,0.6333335628789633,0.05337872003024884,67.89920082901484,49.0,5.2237229067919255
16,0.9133011829208401,0.4695238250687493,56.71000835332483,25.0,5.235999415928743
94,0.8412513623856473,0.15789752801534082,45.96486501567507,45.0,5.241909415282315
62,0.5347541903814588,0.5019715082055448,16.777670775621196,45.0,5.243252751278308
4,0.8875069957134915,0.374126521675298,77.66853371886154,41.0,5.249166464575307
81,0.13713469144354692,0.20284718497573784,55.151158327500525,29.0,5.250267669941798
21,0.3398707292143326,0.06305520310968162,51.48205674552937,36.0,5.2509598588335535
2,0.7074343405630393,0.60926370843811,78.84318957142537,14.0,5.2517786347158415
87,0.7299006813229012,0.767244003538676,51.06863175950837,40.0,5.264391726780215
75,0.16696015561542504,0.14959653236549048,49.88454210785564,34.0,5.267174349924825
56,0.3934198530282259,0.20271512049111132,47.89518884886958,43.0,5.269138365356447
14,0.9934219531224949,0.6228333100020664,73.38602957186454,17.0,5.269173714010113
50,0.6907974674578914,0.16639021507138452,76.38030255408538,41.0,5.270643192965022
44,0.4385637745281932,0.22199178538380263,64.11931928225464,29.0,5.277150490701779
31,0.3237348921733691,0.1406651877271929,34.76131570103062,37.0,5.277315712134296
78,0.363807203593477,0.3291509615129378,34.47537423008361,46.0,5.279328573615471
99,0.5599557684910335,0.24381028776652583,55.49337947711764,35.0,5.286881979510548
17,0.47632531697643543,0.8328869633347161,15.80086696547514,46.0,5.2873559149916725
98,0.9347838190951792,0.5783660582879838,35.94155645977778,21.0,5.292927014794452
68,0.2668061507130559,0.11523147362253383,52.66633173552844,48.0,5.293245357697931
48,0.29584736698732605,0.42719868097343494,40.77940869691851,44.0,5.295508431450813
90,0.8252311277486366,0.21642328982884879,42.421099028121006,50.0,5.296841418441248
80,0.540209746089741,0.2930261370945432,77.66528694157336,32.0,5.298928968609953
26,0.4170388025087898,0.17770446041761687,26.887762506709446,39.0,5.30086380823931
95,0.662493580925649,0.45123488761658986,53.51198864746815,42.0,5.309720515595425
79,0.21160581149265026,0.1734736989402378,27.249929151904787,42.0,5.314248600388027
29,0.4063627633788574,0.899484783363785,58.79905443870686,26.0,5.315422594152834
0,0.4959273120430012,0.57967117935386,32.41271619889473,16.0,5.316935896829257
13,0.9210344375785916,0.23527736870634755,66.29754236579444,10.0,5.318533499345244
89,0.966468601415518,0.6319291640062971,57.677298073466744,43.0,5.3236922227038646
33,0.24320250778202368,0.23523853595845587,61.53805698831032,20.0,5.331965396672063
37,0.14083432842638716,0.09548697797134209,29.05509662439957,39.0,5.337029808434078
49,0.6191620332290805,0.05996471300955088,46.88677718152771,33.0,5.337277434065646
22,0.1092376813654165,0.05660791136533577,45.11789042077095,31.0,5.34091838701044
19,0.5504040554432422,0.7866828875625584,2.327876395033362,45.0,5.343313764732346
85,0.40061648716062426,0.10854905671869211,61.82282557071542,27.0,5.343798041612298
96,0.606742504900003,0.09076665694610236,39.33364278506924,34.0,5.3463658854840865
61,0.4516008625908504,0.44547930759990567,58.40511473034528,31.0,5.350498429133565
1,0.5992484815852651,0.26350393629714325,39.44233579410195,17.0,5.351291822446812
84,0.3300039635126073,0.06593316433566682,74.96301557166119,36.0,5.351709354060804
55,0.5173694193811212,0.10408814865825633,62.20448634608411,40.0,5.352498751865119
39,0.22552564437573863,0.3388587178540281,36.826849831536705,35.0,5.354253286903408
72,0.43099605111156364,0.2688416046003834,39.018718778948255,48.0,5.362064090380673
34,0.3695649821000603,0.2910532546034695,51.25464615114592,27.0,5.376138696789108
73,0.46763804955695054,0.2240919657684303,41.644019856661316,50.0,5.3840592297768515
6,0.9804067598921141,0.7800819867054091,22.72845336840204,45.0,5.399691099079475
77,0.2543550786063825,0.09127929465883913,30.545568556168817,38.0,5.400546496342807
67,0.4162210264407101,0.14352069034019999,63.83138594003833,45.0,5.401156317100717
76,0.5942481531622904,0.12694010306894357,64.38235884188776,25.0,5.431854036118023
97,0.5203362030680391,0.13567352244770065,69.74359255211299,38.0,5.444146373290764
60,0.22488166584279848,0.5623771263460607,32.884861096575776,14.0,5.448539470339254
43,0.2598325787866762,0.09482522229721466,15.741007368943638,42.0,5.449708746612715
