,bagging_fraction,feature_fraction,lambda_l1,num_leaves,loss
69,0.7030059636088807,0.045402628926195766,51.31116439335517,32.0,4.2665077225102985
23,0.6162145782953935,0.0061661091209137195,61.26791254530748,40.0,4.283476542102238
21,0.6060521445122912,0.009104715273382302,59.89823782499753,39.0,4.319468539292429
24,0.6218087073530875,0.010352357095936782,64.16151936374996,35.0,4.323075618560501
25,0.8560137844605853,0.06221271807187806,56.54587096982877,43.0,4.325429731263171
58,0.3291629316962558,0.04391978050074976,60.70118132932693,35.0,4.331942184014649
68,0.4014658082430733,0.006686502887803294,47.4043362736018,35.0,4.332579616643095
59,0.5255553551615868,0.00883755604276909,46.370475863355075,38.0,4.345713554506108
46,0.9568770366107338,0.02846801923385072,21.061839827193225,50.0,4.377376447876431
26,0.4864182990635324,0.014035415579106035,64.41338666643546,34.0,4.385720875814067
66,0.5412454306985622,0.017864476172939268,68.23958597223164,30.0,4.416049628038373
78,0.7203836282398495,0.03524006184855688,30.052523589249148,47.0,4.418572647296669
71,0.7024142567241235,0.049560142342330346,42.18560545567736,32.0,4.432445421479787
27,0.6551627772141354,0.07369322561263256,25.08901738194266,50.0,4.434744688621933
60,0.9920858852775618,0.25767251318097867,36.72408845888114,15.0,4.436187736028602
77,0.9251762643647069,0.07831360259813475,48.404463588482095,34.0,4.455171226880158
41,0.21973322555678992,0.04626069615755918,0.2544530006404955,45.0,4.458464185413116
20,0.6083996780878042,0.01762193771994243,58.41827966885204,39.0,4.466680822938471
75,0.5937164083762951,0.16227383038186227,40.66993643411358,29.0,4.48847303887493
44,0.8993737565126775,0.1578159324418915,74.39507640042068,41.0,4.4984925839994725
65,0.6226747110333856,0.07795108590240055,57.05641152797219,36.0,4.507239681106893
70,0.8065097056031998,0.0957833633897677,50.93713446740274,27.0,4.518102058761548
45,0.5841598979206205,0.10518170746588154,50.47986525081099,37.0,4.526040396553049
33,0.3028755192769956,0.07113300687569069,18.278942297609376,26.0,4.549751211189873
38,0.3459253375390716,0.27239403415839397,65.60011998972637,47.0,4.553983831950354
55,0.16900740737704578,0.3023227588454026,68.42603787133974,8.0,4.581668849531044
57,0.8555735017919582,0.8603224442494857,27.547677135066714,29.0,4.584854467141548
36,0.4556000808739745,0.18809870631925513,61.09171009075619,36.0,4.588471804309586
49,0.7736043877472352,0.14203026298775315,45.091230792913024,44.0,4.590758004216938
28,0.2939021818142062,0.1793790090512125,64.1148985557225,24.0,4.594894985534985
61,0.5917991919417721,0.3219165212709679,73.15858041930561,19.0,4.602835567075242
50,0.6538173173104074,0.09572870975009072,55.7970020615237,21.0,4.608013674921367
14,0.7513832908571535,0.11915096389465209,59.42209494728467,47.0,4.6083248087133555
37,0.652463970694203,0.12112449323045044,52.99405820542407,49.0,4.620189002699371
64,0.7364367567070806,0.1704497085080592,54.87686142911787,42.0,4.62110545371426
79,0.4665780365720209,0.20091879587304104,39.25730281351247,44.0,4.63768621624363
54,0.7536461686451703,0.21568026080891056,50.994000421481815,41.0,4.639718324726264
76,0.561259225139577,0.254434047871559,65.67708969212427,26.0,4.641094383639079
34,0.5455488515437679,0.2876555733137673,79.38144075663286,31.0,4.64494894818899
47,0.5105997176581949,0.21992544461198132,34.58593716359313,25.0,4.6457234800804175
3,0.7296456440345146,0.2312470762661784,11.789382768207712,28.0,4.647839950141105
56,0.2515135270592263,0.3972072961190362,58.12839004813477,46.0,4.648288283914609
17,0.9618425314853192,0.29629024545141114,70.09758697567227,28.0,4.654814343095377
63,0.4889973112219458,0.13772457845308833,77.85069059841254,24.0,4.665749335354791
48,0.7168351913963145,0.8887031529856557,60.98450042858846,48.0,4.677437163558591
72,0.8420423737714279,0.12784289605866883,62.080914380776065,45.0,4.683262869208364
31,0.46534709107531935,0.35072807586812427,54.1040091535247,37.0,4.68827520985788
8,0.20537163102758804,0.19099868489303037,68.32405380113107,46.0,4.690247145464259
22,0.6160009534212117,0.3431490094508146,52.846961775874504,40.0,4.690782923975144
12,0.4189596502476911,0.1498256971289468,75.28132636560277,38.0,4.69539434876682
2,0.3510705999650786,0.42768530633680046,6.084331947372459,45.0,4.699378109116694
51,0.3766335262442213,0.4659981909982508,71.14895215072278,16.0,4.701695197327948
32,0.6982742289845636,0.6371155836635591,31.781234739740945,41.0,4.706326671848681
9,0.13367071841102862,0.5376211574480977,27.427284408081107,13.0,4.710255818207641
4,0.2110579664787196,0.10676117922593517,11.883533981624344,19.0,4.716567613702114
73,0.7835368067353995,0.36962050065199453,52.72177788344394,40.0,4.736460442746798
6,0.9169270129767941,0.8048944977545242,31.27553663106308,49.0,4.746318133010309
7,0.4032964147856333,0.8247689120593523,48.16791358981612,33.0,4.75031126745183
30,0.8246427311555086,0.5098170404179179,48.75517382751228,31.0,4.756172792266667
18,0.3787044509588776,0.746163886434645,38.407843732388486,9.0,4.756598167096782
29,0.5717921974060327,0.24426450831242882,79.4606959138019,43.0,4.758001487422549
67,0.6806567911036291,0.20111565154483813,64.0549266453985,39.0,4.761015208461673
15,0.7266362963719075,0.8017793707605287,48.54848720606869,13.0,4.764780278278241
42,0.12490327962536896,0.604021141728586,71.53593835358969,22.0,4.775487992399393
39,0.5587271350391199,0.49094214386781804,34.10535838322035,31.0,4.7801751755839215
10,0.9979669493518422,0.600359074972313,39.666822851969584,18.0,4.8015181187935925
52,0.4486134181347323,0.5552932727334654,76.9123784888435,33.0,4.814538984719094
43,0.8173057104508366,0.3954971338974607,67.00902144996626,28.0,4.816582037809459
40,0.6893355696422031,0.22684933167367635,43.79876146215878,33.0,4.816947072518464
5,0.39232468852359137,0.733331691696533,38.248359304607185,5.0,4.818759679212191
13,0.4996161791314906,0.7122523766859055,8.49531377419478,17.0,4.822320574353432
74,0.6681022083082333,0.7810774051864686,58.595997096448556,37.0,4.8264087067859816
53,0.42701377107178873,0.673329083157311,40.81180751049704,39.0,4.8450291837383705
16,0.5256685631937471,0.3364832441245601,76.3740974699743,5.0,4.857273756295016
11,0.7969710628470087,0.43877325557933633,71.16597225566187,22.0,4.857437230860727
62,0.6409805268878158,0.553426443428611,63.1046870531363,33.0,4.868618683393097
35,0.8905766663208279,0.3845919951471567,43.03419582716447,43.0,4.9000054231490795
1,0.6877114587195794,0.4276757785912216,73.5797839862139,30.0,4.9130256230760585
19,0.7719250212929535,0.8945006579458707,43.67173012263331,4.0,4.957309321575229
0,0.4323219335272952,0.2454235306591906,13.328945100252783,6.0,4.976586776198691
