,alpha,colsample_bytree,gamma,lambda,max_depth,min_child_weight,subsample,loss
92,25.430889298301842,0.8944946353137555,89.9710846825645,20.323221034623955,4.0,30.57787136589756,0.5090360755137202,6.73615535884761
34,22.908970046344656,0.642517046605101,76.47973440365982,13.506006391009649,3.0,0.2908314100521056,0.9694927050880476,6.744923798128903
88,32.10193555821451,0.9515522972433992,78.55636456193457,26.0854814071315,2.0,0.019116159113995362,0.8002646641096913,6.750370517693816
55,10.404984268307345,0.352765222081811,54.317128014395735,37.17381484318901,2.0,5.538932816458257,0.8805416885018746,6.751543130947723
12,21.287480802188277,0.46412826864096407,42.94176417852076,1.192171601815184,4.0,28.773555010892498,0.6260339614547374,6.763562276549456
46,41.217051837156305,0.4972787500600907,5.906382482701545,28.297413609066673,3.0,44.87070125264761,0.6488096445006291,6.770693402612716
38,27.628052381029164,0.11294326404553072,86.43482032561393,19.134578589551545,2.0,0.125309821914712,0.5356325865083881,6.772939618174423
30,19.146712723949413,0.6420892726523331,76.16173134004246,21.353467543443564,3.0,146.69449884201327,0.7906801253884144,6.775470738342372
59,26.46659829057476,0.10426954498341448,95.71843263186886,33.041122924065924,4.0,24.26548684982868,0.4526513625875098,6.776055738582556
90,23.403303794058985,0.16855475893733451,1.6293126094085224,29.955415684016362,4.0,4.778862198715675,0.6836520368062705,6.7872347778833655
84,44.63998187034547,0.2943184974293678,67.24168901354734,18.431487741904423,4.0,12.053913855806845,0.7768441307842512,6.7996067181716064
48,22.425002225939515,0.5849638883709283,42.86854637033977,11.542864764037828,3.0,0.4520106602468203,0.7695672492377104,6.8036025505078115
3,2.140806042812038,0.7676537655662443,36.19895032951852,7.934708967969984,4.0,0.2933484893890136,0.8575591763028603,6.804811789002518
61,24.444632662719386,0.6661162750200238,91.70597674987236,21.6565378721129,2.0,0.14967986780466552,0.6586136305992027,6.844739886023277
58,3.441848323453904,0.8363710193897567,47.40006847297701,0.019928511452764752,3.0,3.382964166485262,0.9190149499805713,6.850782501939161
6,8.037080639123374,0.7472028405649532,82.9591626646863,26.132229026316235,4.0,0.661811797784204,0.61529332303886,6.851580324092374
64,29.735197846191472,0.7694956176672736,22.867533268017276,12.538767008351137,4.0,68.20094859179493,0.3670108780112763,6.85514288830585
29,47.2382542978109,0.30263642917511113,99.91220813234318,6.272336268464196,4.0,9.924025542799889,0.7888202546575355,6.860268432377942
57,6.0502829073070465,0.23112789465425485,82.17157512397645,17.692406192072575,2.0,0.49855155364494863,0.8117391223795601,6.866718659503629
71,30.321466820792228,0.3316663343415864,94.3699684603254,13.998208536716238,4.0,0.06600857600185023,0.7838715702499546,6.876632502415858
15,43.404173365145226,0.39812573301214976,10.164706143426745,25.3017170347319,2.0,3.6323745409480503,0.48893239732483684,6.892576859411375
44,2.880932996016808,0.4344337556257173,49.70828158321348,40.26951064615771,3.0,2.315310990503147,0.47010574824035134,6.906237138184322
18,31.04840537353371,0.5299383279385664,94.01884560977386,47.994879271820714,3.0,2.645520942894661,0.421327449432141,6.920187366185925
9,33.91184205312221,0.9755946405776025,63.72711074069325,16.394048477419705,3.0,5.0494065012548015,0.9452748892872325,6.920259017586432
13,7.360528974750203,0.38125087320935525,22.412926257638283,40.80688592746646,3.0,27.163529526435674,0.36670758062227954,6.924293394241197
87,41.70466344919399,0.357885199917102,47.0277074602469,6.080893239668891,3.0,1.1908132399360705,0.6106063746801687,6.95042326561953
16,18.168205220622312,0.5077646864170947,81.23713289083749,12.924154507048868,3.0,0.04520050955118669,0.41264390655432953,6.976849079234077
94,16.001900769908886,0.26350560468894735,99.5914581319448,38.74576889597992,3.0,2.7030090916573686,0.6449538198775524,6.986107001496046
17,43.187891946897466,0.3512304203417656,34.62148667396406,1.0220682016097382,3.0,0.2291150707782984,0.3409268030678365,7.068877842357098
5,4.468830776144509,0.8269552905220872,80.75168219881829,25.560199719104787,3.0,0.029616455073515846,0.40466712312838327,7.081836357594036
