feature_shap,feature
0.00310,value__max_min_diff_p6_rougher.input.floatbank11_xanthate
0.00308,diff_rougher.state.floatbank10_d_level_s2b0
0.00308,value__kurtosis_p12_rougher.state.floatbank10_b_air
0.00307,diff_rougher.input.floatbank11_copper_sulfate_s3b1
0.00306,value__linear_trend__attr_slope_p12_rougher.input.floatbank10_copper_sulfate
0.00305,value__fft_aggregated__aggtype_variance_p12_rougher.input.floatbank11_xanthate
0.00300,value__mean_abs_change_p24_rougher.input.feed_fe
0.00299,deriv3_rougher.input.floatbank10_xanthate
0.00298,value__mean_abs_change_p6_rougher.input.feed_fe
0.00295,diff_rougher.input.feed_size_s2b0
0.00293,deriv1_rougher.state.floatbank10_d_air
0.00293,value__mean_abs_change_p12_rougher.input.floatbank11_xanthate
0.00289,value__mean_second_derivative_central_p120_rougher.input.floatbank10_copper_sulfate
0.00278,diff_encod_rel_rougher.input.feed_zn_s2b0
0.00278,deriv2_rougher.input.feed_sol
0.00270,value__fft_aggregated__aggtype_kurtosis_p24_rougher.input.feed_zn
0.00262,deriv3_rougher.input.feed_pb
0.00261,value__mean_abs_change_p6_rougher.input.floatbank11_xanthate
0.00259,deriv2_encod_val_rougher.input.feed_zn
0.00256,value__mean_second_derivative_central_p120_rougher.input.feed_sol
0.00256,value__mean_second_derivative_central_p6_rougher.input.floatbank10_copper_sulfate
0.00252,value__fft_aggregated__aggtype_skew_p12_rougher.input.feed_zn
0.00252,rel_encod_dif_rougher.input.feed_fe_s3b0
0.00251,value__mean_second_derivative_central_p120_rougher.input.feed_pb
0.00251,diff_rougher.input.floatbank10_copper_sulfate_s3b1
0.00248,deriv1_rougher.input.feed_size
0.00246,deriv2_rougher.state.floatbank10_d_air
0.00245,value__fft_aggregated__aggtype_kurtosis_p12_rougher.input.feed_zn
0.00245,value__kurtosis_p12_rougher.input.feed_zn
0.00244,rel_rougher.input.feed_pb_s3b0
0.00240,value__fft_aggregated__aggtype_kurtosis_p24_rougher.state.floatbank10_b_air
0.00239,deriv2_rougher.state.floatbank10_c_level
0.00239,deriv1_rougher.input.floatbank11_copper_sulfate
0.00237,value__fft_aggregated__aggtype_centroid_p12_rougher.input.floatbank10_copper_sulfate
0.00233,rel_rougher.input.floatbank10_copper_sulfate_s3b0
0.00230,value__fft_aggregated__aggtype_skew_p24_rougher.input.feed_fe
0.00230,deriv2_rougher.input.feed_size
0.00225,deriv1_rougher.state.floatbank10_d_level
0.00225,deriv1_encod_rel_rougher.input.feed_fe
0.00222,rougher.input.feed_rate_normalized
0.00221,diff_encod_dif_rougher.input.feed_fe_s2b0
0.00219,value__fft_aggregated__aggtype_skew_p12_rougher.input.feed_pb
0.00218,value__fft_aggregated__aggtype_variance_p24_rougher.input.feed_sol
0.00204,value__mean_second_derivative_central_p24_rougher.input.floatbank10_copper_sulfate
0.00203,value__skewness_p12_rougher.input.feed_pb
0.00200,value__mean_abs_change_p12_rougher.input.feed_fe
0.00200,value__kurtosis_p12_rougher.input.feed_fe
0.00198,value__fft_aggregated__aggtype_centroid_p24_rougher.input.feed_sol
0.00196,rel_rougher.state.floatbank10_d_level_s3b0
0.00188,diff_rougher.state.floatbank10_d_air_s3b1
0.00187,value__mean_second_derivative_central_p12_rougher.input.floatbank11_xanthate
0.00187,rel_encod_rel_rougher.input.feed_fe_s3b0
0.00186,deriv3_rougher.input.feed_sol
0.00184,value__mean_second_derivative_central_p6_rougher.input.feed_sol
0.00181,value__mean_second_derivative_central_p6_rougher.input.feed_pb
0.00180,value__fft_aggregated__aggtype_variance_p12_rougher.input.feed_pb
0.00180,deriv3_rougher.state.floatbank10_d_level
0.00179,deriv3_rougher.input.feed_fe
0.00179,rel_encod_rel_rougher.input.feed_zn_s3b0
0.00178,value__fft_aggregated__aggtype_kurtosis_p24_rougher.input.feed_fe
0.00177,value__mean_second_derivative_central_p12_rougher.state.floatbank10_b_air
0.00174,value__mean_second_derivative_central_p6_rougher.input.feed_zn
0.00174,value__fft_aggregated__aggtype_variance_p12_rougher.input.feed_zn
0.00173,value__mean_second_derivative_central_p24_rougher.input.feed_pb
0.00172,value__mean_second_derivative_central_p24_rougher.input.feed_fe
0.00170,deriv3_rougher.input.feed_size
0.00166,value__mean_second_derivative_central_p24_rougher.input.feed_zn
0.00166,rel_rougher.input.floatbank11_copper_sulfate_s3b0
0.00165,deriv3_rougher.input.floatbank11_copper_sulfate
0.00164,diff_rougher.state.floatbank10_d_level_s3b1
0.00163,diff_encod_val_rougher.input.feed_fe_s3b1
0.00161,deriv2_encod_dif_rougher.input.feed_fe
0.00160,value__mean_second_derivative_central_p12_rougher.input.floatbank10_copper_sulfate
0.00158,value__mean_second_derivative_central_p12_rougher.input.feed_fe
0.00153,value__fft_aggregated__aggtype_skew_p12_rougher.input.feed_sol
0.00152,deriv1_encod_dif_rougher.input.feed_fe
0.00152,deriv2_encod_val_rougher.input.feed_pb
0.00151,deriv3_rougher.state.floatbank10_d_air
0.00151,value__fft_aggregated__aggtype_kurtosis_p12_rougher.input.feed_pb
0.00150,value__fft_aggregated__aggtype_kurtosis_p12_rougher.input.feed_fe
0.00147,value__fft_aggregated__aggtype_variance_p12_rougher.input.feed_rate
0.00147,diff_encod_rel_rougher.input.feed_fe_s2b0
0.00145,deriv3_rougher.input.feed_zn
0.00142,value__mean_second_derivative_central_p6_rougher.input.feed_fe
0.00141,value__fft_aggregated__aggtype_centroid_p12_rougher.input.feed_pb
0.00139,value__mean_second_derivative_central_p24_rougher.input.feed_sol
0.00137,value__fft_aggregated__aggtype_skew_p12_rougher.input.floatbank10_copper_sulfate
0.00136,value__mean_second_derivative_central_p24_rougher.state.floatbank10_b_air
0.00133,deriv3_encod_val_rougher.input.feed_pb
0.00132,deriv2_rougher.input.floatbank11_copper_sulfate
0.00126,deriv2_rougher.input.floatbank10_copper_sulfate
0.00116,deriv2_rougher.state.floatbank10_d_level
0.00116,deriv3_encod_val_rougher.input.feed_zn
0.00109,deriv3_encod_dif_rougher.input.feed_fe
0.00102,value__mean_second_derivative_central_p120_rougher.input.feed_zn
0.00099,value__mean_second_derivative_central_p120_rougher.input.feed_fe
0.00097,value__mean_second_derivative_central_p12_rougher.input.feed_zn
0.00095,value__mean_second_derivative_central_p6_rougher.state.floatbank10_b_air
0.00095,value__mean_second_derivative_central_p120_rougher.state.floatbank10_b_air
0.00094,deriv3_rougher.state.floatbank10_c_level
0.00093,deriv2_encod_rel_rougher.input.feed_fe
0.00091,deriv3_encod_rel_rougher.input.feed_fe
0.00086,diff_rougher.input.floatbank11_copper_sulfate_s2b0
0.00084,diff_rougher.input.feed_zn_s3b1
0.00082,value__fft_aggregated__aggtype_kurtosis_p12_rougher.input.floatbank10_copper_sulfate
0.00076,value__fft_aggregated__aggtype_skew_p12_rougher.input.floatbank11_xanthate
0.00075,value__fft_aggregated__aggtype_kurtosis_p12_rougher.input.floatbank11_xanthate
0.00054,value__fft_aggregated__aggtype_kurtosis_p12_rougher.state.floatbank10_b_air
0.00041,value__fft_aggregated__aggtype_skew_p12_rougher.state.floatbank10_b_air
