,alpha,colsample_bytree,gamma,lambda,max_depth,min_child_weight,subsample,loss
68,30.012521110802677,0.841862367369435,22.245629713664982,15.827539324366228,2.0,127.19908152443239,0.9797695842307595,6.186503738359446
30,28.573930811660738,0.9875954743211852,23.24339647107304,18.79822165670448,2.0,142.36156508039787,0.9390293863420918,6.191953951056535
35,27.101754444837173,0.0519306457802593,23.29998729462251,7.062698344240022,2.0,0.10077778879947949,0.9994957714215612,6.228765155987711
31,28.572890538733407,0.8845848367055726,1.6822368022093102,19.520388245470148,2.0,122.90208792106341,0.9351600512894478,6.255104919810115
73,29.637619580722895,0.662497196495066,24.12294790134741,21.2253525000725,2.0,38.79194252655826,0.85550452111038,6.262371189684956
97,36.190658080068744,0.9206835166687914,49.14382052872255,17.887542844411072,2.0,60.62248924729205,0.9629925417067751,6.287894571620101
67,23.997108361027543,0.9043691785210176,3.836134793744826,23.57234209898037,2.0,35.3400097213783,0.9211675727830085,6.294514266178731
93,20.32097957560363,0.8036686510517596,38.53267542143889,9.345280449245077,2.0,112.24397864247595,0.9534499756839414,6.296549001439108
91,37.190178101181495,0.9398288795024258,6.919833643761233,1.2193471267523517,2.0,40.51125067920006,0.9118087169804151,6.301272922516401
80,29.46342345327944,0.5866245906556837,68.72372173730692,13.396818863111351,2.0,27.505163520483656,0.4300481496874408,6.314627200580927
71,25.346258650915658,0.7888351355916127,27.51397425710991,16.018303886840147,2.0,51.44053077004124,0.9777513183136344,6.3154449515611955
37,36.517252350632404,0.315509447152461,10.132711095993045,23.553993717821765,2.0,0.16512531824390272,0.9952997989019453,6.318736875141992
40,30.940141191120738,0.05791005632012608,19.161210422522853,16.07517078303234,2.0,0.07369631598021954,0.7925200328882833,6.327197757740207
65,27.30953274935102,0.9428176344074717,1.304511388546402,20.465290495348565,2.0,97.3784427469015,0.9360262690310015,6.3567849693883725
72,32.18979918209043,0.719240070008386,55.9544509098253,12.134737630239313,2.0,120.57135971832628,0.8936409612422795,6.3604397397651224
66,28.209814411427185,0.8696518723472292,12.999559308256758,26.57054713234725,2.0,21.72815731123847,0.8743298748332584,6.38229547156165
74,22.644895900423705,0.810505563212269,41.635938034076126,5.2868606359462,2.0,21.18118422497441,0.9552224932853518,6.397483246831853
70,35.120595138145035,0.9642755484335339,37.703497492928214,29.561313911129798,2.0,73.40467525235302,0.9480029077400728,6.39867485771606
29,28.638324186306026,0.9955804943989426,59.7212963476565,21.31583063594511,4.0,28.84418586491613,0.9192854133674704,6.401882575805783
23,2.428391486770221,0.994948769985335,61.0453441543855,38.73897464810358,2.0,6.595388452745015,0.46056263486205,6.403913144993247
32,28.867030619385538,0.8876379232034626,2.8748763280950422,0.4382971075845923,2.0,147.98746434982343,0.8226575906101358,6.411776963896999
69,30.283453926575095,0.8300647127481456,21.848753085429617,9.416958617198489,2.0,12.013784865726224,0.9999506015722971,6.421494194868164
96,21.436329434561657,0.6966485375007557,22.67453844150963,13.091431858343505,2.0,2.532731201812801,0.7603009992764018,6.426074236347334
88,31.704116005883474,0.8593584264667622,45.61409681785733,20.384514341915526,4.0,8.189948244680819,0.8881254261824012,6.435736923179167
41,20.869043915563953,0.3778729825764884,48.09524888526917,25.036625106679686,2.0,0.9599382459262101,0.9621986508691687,6.436799503370141
33,21.763880297916746,0.8272368891111479,4.147177767742004,13.916849547582656,2.0,95.5166699310071,0.9413002730493598,6.441089546159925
42,36.676772479956234,0.5401807261304161,7.675984529180894,31.770063092468117,2.0,0.22686525509725755,0.8455140152096137,6.468698025853684
38,49.914855291345205,0.2876378090578823,37.1978665176217,6.802596565933888,2.0,0.04128667947248859,0.9909317501978844,6.472038150484464
36,25.375977124368244,0.051092977765791456,26.45882147242015,6.4202716164601155,2.0,0.04748676766547974,0.8145842804118746,6.473967041553432
92,44.646985171503424,0.0933829188281285,18.47085754711034,37.48483935557222,3.0,0.024543507849278005,0.9849096122446995,6.479519639014942
87,32.488705673590125,0.33795202111517525,14.758356132126124,7.9714555374485165,2.0,4.121133059937197,0.7791549658227576,6.4820721391731615
75,42.66615463399468,0.9855311373516098,12.591471403307459,7.972237698601064,2.0,6.4722964556599205,0.9836263202829291,6.482327972201909
19,8.381487845099727,0.6810691355869257,71.98050950088843,48.19029979096804,4.0,17.69262209235291,0.7280645875780996,6.484492276010445
98,17.58556035734742,0.06285316268514941,10.440129613418122,15.168484479260645,3.0,0.020087338006395974,0.99878370038306,6.486164858228242
83,16.599914209332514,0.9964777629184717,25.106250058538333,2.741813324728205,2.0,139.5402822595208,0.6416314283023534,6.4893848556046025
7,19.78221409920943,0.57723617697991,94.42866556680497,42.21997225648862,2.0,56.00230708966615,0.3665133608942677,6.507863123121917
39,15.149018737513098,0.40184563945413715,24.553571376996217,1.1616821189147934,2.0,0.19931976915454214,0.8932180832559703,6.511857160852206
94,41.66330660993003,0.7593294859925555,42.83601847500093,32.523902870013195,2.0,0.06327478763163871,0.9322635461211456,6.512154245055664
77,19.982353407480332,0.7395502562345133,28.545294315238092,15.324353068856276,2.0,0.09955486874063167,0.8330808716044786,6.51974430475432
64,14.165115126867484,0.4433542606599849,33.79253948885727,18.59313540227646,2.0,65.56337305890072,0.8349090685753533,6.527414024374676
25,10.114753343212252,0.906006063146251,58.65505042114459,38.72803042847876,4.0,15.254819255308552,0.6073775882231852,6.54146518582977
34,34.49944868482061,0.9300375185197798,20.391407209080143,16.622322681674827,2.0,0.0188759425951108,0.8790848638292401,6.546674728431815
20,18.546771439491295,0.932782419158853,66.96226653779004,19.308376937230346,2.0,96.32968830186115,0.59823344046424,6.554028352202523
21,17.253342920185037,0.48307117460714977,64.73470270795345,39.31610175366007,4.0,63.411647651723946,0.9863105765351252,6.56445908199548
50,31.517855306688535,0.0899437087311096,7.68238936279878,8.022791805930256,2.0,0.32229300270818184,0.8783661106996558,6.573018481235229
3,11.60679830101714,0.7752315539196545,78.98008959079756,25.349782292094254,4.0,1.985607437715239,0.8986294401905557,6.576874061309648
76,39.415706499301876,0.9304762810020284,9.144413786165796,24.373571418698646,2.0,81.93607345834867,0.4951704624940436,6.578378804214953
13,46.79990876568154,0.1830325580465234,30.219880545098118,10.955842853049996,4.0,133.12735825705238,0.5325536684879879,6.579871682940879
61,40.550302452068976,0.7172674645376937,48.659485053964985,6.7318250377463675,2.0,9.780120748173806,0.7252829405853191,6.582254889198416
79,27.72297176304395,0.6929080308803828,17.776418175189924,5.163520166562899,2.0,0.35359727064895835,0.902426808549111,6.589054499639977
28,1.0588093196587494,0.6748977279289738,15.320485812877763,35.610884410445074,2.0,9.103227721519135,0.7739136417364453,6.590364521267595
86,18.804594292867336,0.56034141847209,35.431286239690095,0.0432087599123534,2.0,16.496922995927477,0.5732182408593816,6.598900413219214
56,26.87024825249247,0.7899759673297926,16.564240457650065,10.55607734038885,3.0,48.18560205885366,0.7546820825750291,6.607501039843703
95,24.884595624987284,0.24088571559552027,5.5271172034540506,28.888469287658054,2.0,0.03456090334889028,0.8141946753121113,6.6103048918348515
82,38.16791887778288,0.8993409099665798,62.69451470114172,10.234594630395112,4.0,0.04508832461762446,0.8711622059798508,6.611725412400191
52,12.37416787096447,0.4390174351657779,23.294971404769683,26.31891554681353,2.0,1.4878325558044305,0.9462596269586476,6.612595401070244
0,47.99297332745948,0.5695271156630489,53.04401562102799,4.630375611423926,2.0,8.547003400094425,0.7620613137484837,6.621641068395346
6,36.13679545891236,0.33879542840208193,75.32296939675346,28.435371380887826,3.0,3.015949799143052,0.5317277202026995,6.625018090991443
48,15.834627753901914,0.24770061467970184,46.65173661371,22.759838081326066,2.0,0.08188416522744656,0.9703248877797235,6.628332587063539
24,2.4874892922325493,0.9752942676782222,65.26333653549091,19.94498778137563,2.0,5.8890446728871195,0.4597173415420474,6.638005427374383
78,25.978061823183033,0.25921717579835557,32.444741561374045,17.848428564827426,2.0,0.4926331755328289,0.9275406284661856,6.642193469312282
53,21.142754805945415,0.15084162317147037,40.287948951171046,14.474833963919448,2.0,0.12603082519540207,0.6147899878160712,6.650381071732748
26,13.158157247297964,0.6792323691655449,33.9418216201683,46.37872732540513,2.0,5.060850853825405,0.4672523543153771,6.665350402571786
2,8.38690368700442,0.17121151507554624,88.46355337453701,34.50670025405254,2.0,0.06856186844080597,0.8446616971352292,6.667889286076406
55,46.7568937025206,0.3584340546399709,34.292586894245446,3.944318638487531,2.0,0.026257311543041187,0.679790064460436,6.675791448659065
15,24.807803543268186,0.21687456122026522,84.77064832773432,49.822719432868844,3.0,2.2135879336097704,0.3086239898855019,6.683316867196706
84,22.288354801560946,0.4090969343112346,77.8469461862906,19.0670839261889,2.0,0.16776646530672315,0.6779281305724743,6.68829333487304
99,26.449351421822517,0.9544142648809103,26.492026929319252,3.401252082245163,2.0,1.915412471718877,0.30749012614936416,6.703315894033023
4,39.2793730496138,0.12599115065488245,42.24784012602152,43.199173072440566,3.0,0.137824774434,0.41131838464509746,6.707166892294052
5,15.524226504964092,0.22061155741693766,52.836467468655385,28.922481283246732,3.0,1.550289308648824,0.648628688962736,6.707923262397583
63,48.78806423195417,0.8563140275620803,17.65739207475427,12.617823321065202,3.0,1.668012309796791,0.9675101866388545,6.730159349680367
17,6.40973482355451,0.12382118272028715,12.701685095148491,44.17166011085767,3.0,8.657150064035967,0.8616605734624909,6.737385648013298
60,10.047807102441585,0.9653066729299282,6.101045833135842,22.029366637036663,2.0,2.50373386612022,0.34309138813409334,6.755124539338281
59,37.63149622294023,0.17069284274554297,29.83159154336189,17.84289399412084,2.0,4.4104960089782725,0.3987915741988205,6.756395735815987
46,41.19689301781842,0.10525147058979456,51.95321333558431,4.134788630538472,2.0,1.1853668140957527,0.9998150705566726,6.758692973778015
22,30.68751733428676,0.4349923172703365,99.5668970612646,44.64946827384897,4.0,37.389196092727175,0.7428334008633866,6.762567999600352
62,33.00731997883209,0.6048100080300028,44.51833751044349,14.815018082617165,4.0,0.029938418672165054,0.7994149341007952,6.763052453464107
